1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5982081.5),(2 16154964),(3 27711766),(4 37701028),(5 46976800),(6 55841250),(7 65451036),(8 80988050),(9 92839656),(10 103233880),(11 110594650),(12 117632090),(13 127262870),(14 141857580),(15 149776320),(16 162374580),(17 178264770),(18 191065260),(19 204572560),(20 220504720),(21 236474620),(22 252771070),(23 266649600),(24 281980500),(25 292786600),(26 300714660),(27 309405700),(28 318168400),(29 326683680),(30 335940500),(31 337256160),(32 337686620),(33 334697730),(34 334902820),(35 336404450),(36 336050850),(37 333842780),(38 328401950),(39 320526000),(40 311395800),(41 301513300),(42 292440860),(43 280440420),(44 270373860),(45 258654080),(46 247154770),(47 236740300),(48 229669330),(49 222373840),(50 217390030),(51 212059220),(52 202430130),(53 197484590),(54 195302910),(55 193637520),(56 193708620),(57 195205810),(58 200395840),(59 201586860),(60 202651140),(61 204834240),(62 210273620),(63 215763410),(64 221093040),(65 222909700),(66 222416720),(67 218082500),(68 211055820),(69 201164540),(70 193281280),(71 185399890),(72 177463280),(73 172754370),(74 169620160),(75 167484030),(76 165615060),(77 163995000),(78 163757840),(79 162395460),
(1 6741647),(2 19313364),(3 34879264),(4 49988564),(5 65434904),(6 78627384),(7 90716110),(8 109056080),(9 121760040),(10 133838130),(11 144406940),(12 155269070),(13 166225440),(14 178804110),(15 193326270),(16 208927340),(17 229095420),(18 243378600),(19 252653820),(20 261993340),(21 272071840),(22 285125950),(23 297458750),(24 315292480),(25 329310560),(26 343655680),(27 353742050),(28 365820670),(29 376803460),(30 385290620),(31 385912130),(32 384619620),(33 378826430),(34 373381980),(35 367026850),(36 356687840),(37 345796450),(38 327845200),(39 308807040),(40 290123100),(41 272962750),(42 257807440),(43 242642990),(44 230471710),(45 217372960),(46 208328340),(47 202637310),(48 201225060),(49 202788640),(50 204955070),(51 212478460),(52 218098350),(53 223544450),(54 231336200),(55 239096780),(56 246648060),(57 255088590),(58 261714990),(59 271008700),(60 280689600),(61 291761860),(62 303760740),(63 316366900),(64 330363900),(65 341969400),(66 355080350),(67 366910620),(68 376006340),(69 381039870),(70 386478880),(71 390117860),(72 392261900),(73 394653760),(74 394759360),(75 393936700),(76 393337060),(77 390866940),(78 391861570),(79 389005440),
(1 6650302),(2 19548334),(3 36550988),(4 53655892),(5 70293650),(6 83048940),(7 94169730),(8 108998310),(9 120973700),(10 130809560),(11 137752500),(12 141429870),(13 142686670),(14 145277520),(15 149363920),(16 153722860),(17 159104050),(18 164957390),(19 171828660),(20 179376130),(21 188032180),(22 196263800),(23 204059000),(24 212654780),(25 222049920),(26 235986540),(27 246409400),(28 256420530),(29 261272690),(30 265567340),(31 265924100),(32 263341010),(33 257173630),(34 249627520),(35 241914770),(36 232446640),(37 220593220),(38 206730290),(39 192350700),(40 178745140),(41 167687280),(42 158715940),(43 151373460),(44 145312340),(45 140815150),(46 137853010),(47 136639890),(48 137984690),(49 141754990),(50 146018000),(51 152095600),(52 154132720),(53 155494450),(54 155519280),(55 154579600),(56 152264210),(57 149482260),(58 146995650),(59 144538900),(60 141862960),(61 140144400),(62 139374060),(63 138701840),(64 139088560),(65 139946100),(66 140532540),(67 141594740),(68 141541230),(69 140960740),(70 141263570),(71 142635820),(72 144411420),(73 149293300),(74 153346420),(75 155508670),(76 159418880),(77 160803440),(78 162883070),(79 164029310),
(1 5622953),(2 16366204),(3 31079112),(4 46150520),(5 59463760),(6 70066984),(7 78766670),(8 91888744),(9 99939416),(10 108301400),(11 115256800),(12 118637010),(13 119645270),(14 118767496),(15 117305060),(16 116626230),(17 117872030),(18 119032504),(19 121465740),(20 124379790),(21 129022890),(22 129560990),(23 130057090),(24 126658940),(25 125358050),(26 124904904),(27 124463270),(28 126020184),(29 126073740),(30 126595130),(31 127051140),(32 128203920),(33 130135300),(34 132648536),(35 134794610),(36 137140670),(37 138196180),(38 137510000),(39 135690880),(40 132770050),(41 130621810),(42 128412104),(43 125049890),(44 122560936),(45 120206860),(46 118734130),(47 118653470),(48 120955944),(49 122986480),(50 125325970),(51 126502260),(52 127382020),(53 129147050),(54 129500430),(55 128855990),(56 127230630),(57 124776990),(58 122053490),(59 119338840),(60 117272250),(61 116687320),(62 117095200),(63 117539384),(64 118331690),(65 118607330),(66 119089600),(67 119214430),(68 118708570),(69 117575010),(70 116902020),(71 115232424),(72 114670504),(73 114171976),(74 113961460),(75 113207330),(76 112345590),(77 111331960),(78 109464056),(79 107205330),
(1 4782402),(2 13462513),(3 24073248),(4 34289092),(5 43920650),(6 51008476),(7 56940860),(8 63935676),(9 67115256),(10 69943160),(11 73059720),(12 74085040),(13 75207544),(14 76724536),(15 78110950),(16 79356050),(17 81199750),(18 81815300),(19 82935250),(20 83573000),(21 83847550),(22 83814880),(23 82083170),(24 80351310),(25 78056830),(26 74265224),(27 70393910),(28 67761030),(29 66827904),(30 66707110),(31 67101070),(32 68513590),(33 71187100),(34 75804490),(35 81736310),(36 86803210),(37 91369736),(38 95067810),(39 98461690),(40 99291040),(41 99335630),(42 99058630),(43 97509736),(44 95851230),(45 92115810),(46 87232280),(47 82500860),(48 79326340),(49 77900030),(50 76960136),(51 76417990),(52 78003130),(53 79785930),(54 82310696),(55 85273350),(56 88357280),(57 90867660),(58 92455480),(59 92720770),(60 92982420),(61 93949304),(62 95313784),(63 95857710),(64 95882580),(65 94862110),(66 93931510),(67 93346980),(68 92950990),(69 93595180),(70 93196980),(71 93012856),(72 92474300),(73 91617620),(74 90962410),(75 91660620),(76 93363140),(77 95843990),(78 97672550),(79 99408720),
(1 5231949),(2 14117062),(3 24716932),(4 33810030),(5 42239710),(6 47545990),(7 50969548),(8 54391560),(9 55731572),(10 56900116),(11 57680256),(12 60272450),(13 63270772),(14 68228520),(15 71534990),(16 73044720),(17 73738984),(18 73773896),(19 73192040),(20 71924370),(21 71084210),(22 71848680),(23 73117470),(24 73982510),(25 75050290),(26 75959100),(27 78212670),(28 79315020),(29 81349590),(30 82483280),(31 80948490),(32 78585710),(33 75617960),(34 74211064),(35 73100080),(36 72063624),(37 72549810),(38 74050330),(39 74502790),(40 75723736),(41 75505940),(42 74129320),(43 73451800),(44 72216344),(45 72021336),(46 72315180),(47 72421030),(48 73365260),(49 74342630),(50 75352560),(51 75827010),(52 77797090),(53 79886710),(54 82154184),(55 85483690),(56 88559620),(57 91337550),(58 92778830),(59 92376140),(60 91243570),(61 89674856),(62 88135760),(63 85404940),(64 82096020),(65 79404904),(66 77206936),(67 74849304),(68 72372420),(69 69158616),(70 65696936),(71 62672960),(72 59504350),(73 57446196),(74 56115960),(75 55517920),(76 55817320),(77 55888716),(78 55816332),(79 56068364),
(1 4986730.5),(2 13709332),(3 24524786),(4 33543444),(5 41060484),(6 44936950),(7 46318640),(8 47698890),(9 47926756),(10 48159004),(11 48578028),(12 50879296),(13 53643650),(14 58406868),(15 63068110),(16 65947108),(17 67148080),(18 65804164),(19 62963052),(20 60601290),(21 58713796),(22 58916764),(23 60095090),(24 61560104),(25 62775730),(26 63889708),(27 65512150),(28 65993910),(29 67495930),(30 68854900),(31 69266650),(32 68683950),(33 68052020),(34 67486010),(35 66715450),(36 65675010),(37 65738500),(38 66148624),(39 66707820),(40 70074600),(41 71553260),(42 72542344),(43 73499690),(44 71439864),(45 69329140),(46 65976896),(47 64195840),(48 64001136),(49 65580096),(50 68762056),(51 73049260),(52 77550640),(53 80791660),(54 82728150),(55 83483120),(56 82419144),(57 80678500),(58 78449600),(59 77355410),(60 76557560),(61 76285810),(62 76571680),(63 76384430),(64 75647440),(65 74757870),(66 73023430),(67 70615760),(68 67419540),(69 63567856),(70 61055280),(71 60545436),(72 60144156),(73 62173910),(74 64872016),(75 65580204),(76 64317204),(77 61370556),(78 55040788),(79 49928400),
(1 5023055),(2 13644081),(3 23229798),(4 30596788),(5 36926508),(6 40343916),(7 43721280),(8 42319348),(9 42868932),(10 42710680),(11 42518796),(12 41584468),(13 41433720),(14 42595516),(15 43745388),(16 43947812),(17 43877204),(18 43944316),(19 43399696),(20 43620020),(21 43753480),(22 43347480),(23 42879020),(24 41858052),(25 41210304),(26 41193932),(27 43211452),(28 44696200),(29 45279668),(30 45452644),(31 45011924),(32 44433484),(33 44115420),(34 43707800),(35 43253130),(36 43417988),(37 43759090),(38 44940380),(39 45060990),(40 44838396),(41 44813704),(42 44336988),(43 44532810),(44 45881840),(45 46920810),(46 48293896),(47 49525360),(48 50221380),(49 51416948),(50 53066508),(51 55389132),(52 56187130),(53 56528400),(54 55801740),(55 54497732),(56 52429330),(57 50467932),(58 49070780),(59 48646556),(60 48170700),(61 47442936),(62 46126804),(63 46044076),(64 46196004),(65 45988812),(66 46609444),(67 46265844),(68 46103548),(69 45766628),(70 45814924),(71 45649964),(72 46123316),(73 46908210),(74 47365440),(75 47196480),(76 46261880),(77 44971820),(78 42692652),(79 41425700),
(1 3961542.5),(2 9943364),(3 16423341),(4 20672108),(5 24349676),(6 25868216),(7 27055766),(8 26664956),(9 28114318),(10 30025032),(11 31884560),(12 32750480),(13 33381790),(14 33073928),(15 32206630),(16 30745474),(17 28942012),(18 28261652),(19 28024730),(20 29102974),(21 30814996),(22 31766340),(23 32770052),(24 32836736),(25 34231740),(26 35825816),(27 37434060),(28 37154684),(29 35661576),(30 34206852),(31 33230994),(32 32965052),(33 33381700),(34 33749572),(35 33246028),(36 32500502),(37 31936482),(38 31591808),(39 31186956),(40 30682918),(41 30199810),(42 29600794),(43 29624562),(44 29699750),(45 30252366),(46 30067228),(47 29008500),(48 27671440),(49 26911510),(50 26686386),(51 26736432),(52 26407748),(53 26759518),(54 27422104),(55 28078700),(56 28664282),(57 29063628),(58 28873318),(59 28727320),(60 28538948),(61 27904760),(62 26808370),(63 25894050),(64 25604868),(65 26300880),(66 28739746),(67 31098660),(68 33238288),(69 34049884),(70 34904950),(71 35135370),(72 35458212),(73 35388290),(74 35265816),(75 34824308),(76 33403994),(77 32389610),(78 31193458),(79 30054984),
(1 4318707.5),(2 10970156),(3 16975214),(4 20235378),(5 22256632),(6 22495740),(7 23326952),(8 24875754),(9 26782066),(10 27876322),(11 28446440),(12 28331926),(13 28464280),(14 28041870),(15 27710574),(16 27645636),(17 28926268),(18 30072526),(19 30254888),(20 30015296),(21 29412792),(22 28792784),(23 29011300),(24 30285582),(25 32107364),(26 33156132),(27 33369418),(28 32876552),(29 31529432),(30 30649352),(31 29261862),(32 27847720),(33 26951918),(34 26446926),(35 26418300),(36 27087638),(37 27627744),(38 27491400),(39 26430454),(40 25347310),(41 24734870),(42 24366080),(43 24770398),(44 25435684),(45 25836230),(46 24801472),(47 23335208),(48 22275832),(49 22130634),(50 22588790),(51 23394984),(52 23279536),(53 23320868),(54 22923678),(55 22559196),(56 22572720),(57 22429704),(58 22471586),(59 21795794),(60 21323384),(61 21274984),(62 22302984),(63 23337262),(64 24419496),(65 25497656),(66 25957194),(67 25948406),(68 25598740),(69 24950706),(70 24937868),(71 24847064),(72 25159320),(73 25500864),(74 26159524),(75 26970052),(76 28260632),(77 28814348),(78 28613714),(79 27802752),
(1 5173486),(2 13186014),(3 21035644),(4 25619730),(5 27313238),(6 27434742),(7 27030352),(8 26808124),(9 26792272),(10 26651852),(11 26513900),(12 26167704),(13 26899056),(14 29532360),(15 31708432),(16 33024482),(17 33518830),(18 32240512),(19 30012024),(20 28432030),(21 27717906),(22 27473150),(23 27296680),(24 27300800),(25 27323480),(26 27772906),(27 28309716),(28 28426044),(29 27430666),(30 26619728),(31 25984506),(32 24716620),(33 23961080),(34 24028142),(35 24822962),(36 25436198),(37 25856756),(38 26191876),(39 26370602),(40 25806406),(41 25819632),(42 25757684),(43 25639472),(44 24871100),(45 24660466),(46 24234576),(47 23647448),(48 23368272),(49 23590400),(50 24051728),(51 24455936),(52 24467832),(53 24320140),(54 24321302),(55 24184500),(56 23729036),(57 22910720),(58 21847800),(59 21800950),(60 22705852),(61 24750508),(62 26965416),(63 27973030),(64 27903338),(65 26611498),(66 25364144),(67 24807020),(68 24702898),(69 25482246),(70 26298040),(71 26287156),(72 26163374),(73 26437884),(74 27984034),(75 29718344),(76 30915824),(77 30390106),(78 27611092),(79 26080934),
