1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4752.819),(2 10051.758),(3 16357.881),(4 22621.172),(5 29465.047),(6 36724.277),(7 44351.434),(8 51721.55),(9 60912.195),(10 76874.445),(11 99096.99),(12 137945.3),(13 199246.1),(14 306369.13),(15 440747.8),(16 634622.6),(17 866578.5),(18 1143941.4),(19 1427069.9),(20 1737900.5),(21 2078932.5),(22 2493572.3),(23 2905315.8),(24 3288163.5),(25 3688487.8),(26 4118532.8),(27 4582505),(28 5044403.5),(29 5562699.5),(30 5969832.5),(31 6274233.5),(32 6486466),(33 6727289),(34 7044342.5),(35 7334425),(36 7476128),(37 7644676),(38 7858789.5),(39 8044873.5),(40 8248687.5),(41 8394038),(42 8547357),(43 8875357),(44 9302399),(45 9715606),(46 9972833),(47 9974254),(48 9936238),(49 9967119),(50 9933334),(51 9825812),(52 9832507),(53 10008504),(54 10190841),(55 10292637),(56 10466458),(57 10583892),(58 10632609),(59 10849932),(60 10983671),(61 11127539),(62 11326333),(63 11615476),(64 11728262),(65 11685351),(66 11490841),(67 11335847),(68 11319274),(69 11271348),(70 11213060),(71 11151559),(72 11052937),(73 10995510),(74 11145713),(75 11379382),(76 11523787),(77 11540519),(78 11439970),(79 11491760),
(1 4750.4307),(2 10009.205),(3 16962.646),(4 23545.305),(5 30431.03),(6 37816.98),(7 45233.535),(8 52723.098),(9 61530.957),(10 73137.1),(11 90866.56),(12 119777.27),(13 170737.56),(14 259783.75),(15 377035.84),(16 525863.3),(17 693668.44),(18 884575.2),(19 1091788.9),(20 1329130.9),(21 1565756.6),(22 1817370.9),(23 2098658.3),(24 2428461.8),(25 2837436.3),(26 3252128),(27 3704123.3),(28 4190925.8),(29 4598817.5),(30 4937414.5),(31 5406477.5),(32 5904939.5),(33 6269300),(34 6463162.5),(35 6529573.5),(36 6634011.5),(37 6733953.5),(38 6808708),(39 6903974),(40 7114681.5),(41 7437290.5),(42 7741000.5),(43 8022798),(44 8335619.5),(45 8562423),(46 8770831),(47 8834832),(48 8817400),(49 8732589),(50 8645949),(51 8685477),(52 8753387),(53 8646999),(54 8414203),(55 8325520),(56 8510625),(57 8718843),(58 9008323),(59 9378149),(60 9715197),(61 9801657),(62 9678237),(63 9672533),(64 9773641),(65 9942995),(66 9954333),(67 9939185),(68 9886110),(69 9739891),(70 9634339),(71 9586887),(72 9469186),(73 9401957),(74 9503198),(75 9699121),(76 9667863),(77 9584203),(78 9525059),(79 9495585),
(1 4656.1035),(2 10363.089),(3 17339.578),(4 24805.436),(5 32661.672),(6 40533.1),(7 49184.6),(8 58470.23),(9 70974.26),(10 87469.79),(11 108768.54),(12 143848.94),(13 203216.44),(14 296085.7),(15 419047.3),(16 573347.7),(17 715050.56),(18 888273.06),(19 1046511.4),(20 1236780.4),(21 1436477.5),(22 1682615.9),(23 1970952),(24 2301360.8),(25 2676105.3),(26 3095679.3),(27 3579325.5),(28 4086487.8),(29 4624391),(30 5073272),(31 5438294.5),(32 5763169.5),(33 6085079.5),(34 6429575),(35 6710701.5),(36 6990651),(37 7319842.5),(38 7644612),(39 7822983.5),(40 7896404.5),(41 7973563),(42 8076889.5),(43 8287058),(44 8582279),(45 8811240),(46 9150591),(47 9359521),(48 9417723),(49 9642666),(50 9669043),(51 9663247),(52 9615453),(53 9621700),(54 9534541),(55 9544884),(56 9592474),(57 9652277),(58 9704334),(59 9737831),(60 9908306),(61 10151814),(62 10373101),(63 10597201),(64 10900744),(65 11031095),(66 10791311),(67 10485187),(68 10343676),(69 10334998),(70 10456678),(71 10326211),(72 10152150),(73 9964597),(74 9917788),(75 10075576),(76 10131395),(77 10056207),(78 10073860),(79 10205656),
(1 4501.5103),(2 9996.278),(3 16373.893),(4 23761.223),(5 32275.395),(6 40495.047),(7 50087.5),(8 59489.87),(9 71728.86),(10 88994.68),(11 110622.97),(12 144451.17),(13 208275.58),(14 310898.34),(15 440336.97),(16 595719.94),(17 765810.56),(18 967616.6),(19 1201899.5),(20 1479593.8),(21 1789881.8),(22 2118586.3),(23 2500440.5),(24 2875325.8),(25 3228477.8),(26 3548127),(27 3823843.8),(28 4101308.8),(29 4392009.5),(30 4795787),(31 5180662.5),(32 5459070.5),(33 5659521.5),(34 5867430),(35 6155889.5),(36 6473546),(37 6831375.5),(38 7132951),(39 7334907.5),(40 7525684),(41 7820902),(42 8025314),(43 8203730.5),(44 8322758),(45 8463369),(46 8540207),(47 8671183),(48 8921091),(49 9140779),(50 9278157),(51 9474900),(52 9686715),(53 9947279),(54 10150166),(55 10107768),(56 9948285),(57 9998818),(58 10155913),(59 10367542),(60 10638797),(61 10775955),(62 10693464),(63 10604183),(64 10516161),(65 10508200),(66 10423654),(67 10259873),(68 10194458),(69 10323010),(70 10456719),(71 10563243),(72 10620995),(73 10439636),(74 10170237),(75 9977229),(76 9859256),(77 9802641),(78 9837055),(79 9791634),
(1 4799.6245),(2 10471.712),(3 17492.424),(4 25243.037),(5 34557.797),(6 43776.676),(7 54274.152),(8 63726.87),(9 76178.99),(10 91134.72),(11 109980.516),(12 140001.58),(13 197147.73),(14 291691.78),(15 409826.97),(16 548312.94),(17 709155.2),(18 898489.75),(19 1122170.3),(20 1372364.9),(21 1636658.4),(22 1937636.3),(23 2248466.3),(24 2556774.3),(25 2906702.3),(26 3311100.3),(27 3754161.5),(28 4285364.5),(29 4767270),(30 5092149.5),(31 5345679),(32 5618219.5),(33 5853135.5),(34 6039777),(35 6324985),(36 6791940.5),(37 7350634),(38 7752166),(39 8075090),(40 8305410.5),(41 8461187),(42 8457579),(43 8588272),(44 8790768),(45 8998323),(46 9280405),(47 9446727),(48 9476268),(49 9480289),(50 9375389),(51 9434120),(52 9644797),(53 9715393),(54 9747448),(55 9827753),(56 9922671),(57 9899825),(58 9785854),(59 9621723),(60 9434247),(61 9328857),(62 9340642),(63 9489473),(64 9641714),(65 9547802),(66 9478088),(67 9389892),(68 9405380),(69 9401338),(70 9365754),(71 9489813),(72 9464208),(73 9424339),(74 9509499),(75 9512219),(76 9623379),(77 9766556),(78 9726719),(79 9704371),
(1 4916.105),(2 10870.096),(3 18793.688),(4 27623.957),(5 37019.19),(6 46654.113),(7 57579.195),(8 68443.23),(9 81915.13),(10 99844.5),(11 121881.18),(12 158373.61),(13 224848.47),(14 329319.44),(15 462379.34),(16 622496),(17 800505.8),(18 989601.2),(19 1209825.4),(20 1415776.5),(21 1644072),(22 1862115.5),(23 2106444),(24 2409888.3),(25 2721624),(26 3079618.8),(27 3498210.3),(28 3923774.8),(29 4290586),(30 4615188.5),(31 4886195),(32 5225485.5),(33 5599823),(34 5880585.5),(35 6210165),(36 6623848),(37 6900650.5),(38 7029863),(39 7181726),(40 7288453),(41 7457850),(42 7647350.5),(43 7877216),(44 8172866),(45 8331958),(46 8381695),(47 8365460.5),(48 8293840.5),(49 8296875.5),(50 8325001.5),(51 8398517),(52 8551389),(53 8527588),(54 8347666),(55 8228635.5),(56 8119455),(57 8076241),(58 8073503.5),(59 8010963),(60 8015037),(61 8141444.5),(62 8313845),(63 8391565),(64 8423028),(65 8206526),(66 7927573),(67 7779961),(68 7769767),(69 7854664.5),(70 7958169.5),(71 7967015.5),(72 7930151.5),(73 7828737),(74 7758328),(75 7672936.5),(76 7685286),(77 7904780.5),(78 8101560.5),(79 8191408.5),
(1 5243.222),(2 11545.411),(3 20079.367),(4 29022.549),(5 38738.906),(6 47096.984),(7 57042.273),(8 67035.59),(9 79590.7),(10 96342.47),(11 119409.65),(12 159755.53),(13 233068.33),(14 346464.6),(15 489752.34),(16 666067.56),(17 838091.6),(18 1033485.6),(19 1253389.4),(20 1494596.3),(21 1766959),(22 2068555),(23 2363343),(24 2692598.8),(25 3128629),(26 3578489.3),(27 4020754.3),(28 4469799.5),(29 4896107.5),(30 5294569.5),(31 5672164),(32 6097927),(33 6558614.5),(34 6892975.5),(35 7062823),(36 7163822.5),(37 7331965.5),(38 7597457),(39 7897797),(40 8115013),(41 8275402),(42 8473114),(43 8663778),(44 8816491),(45 8993244),(46 9122652),(47 9087156),(48 8980056),(49 8871883),(50 8926661),(51 8874298),(52 8804761),(53 8870687),(54 8789761),(55 8641694),(56 8636369),(57 8772494),(58 8857654),(59 8816566),(60 8878104),(61 8948767),(62 8920419),(63 8616508),(64 8375117.5),(65 8339860.5),(66 8310619),(67 8198629),(68 8192371.5),(69 8370566),(70 8489446),(71 8461062),(72 8366208.5),(73 8260832.5),(74 8147284.5),(75 7981162),(76 8044323),(77 8288756),(78 8304887),(79 8272899),
(1 5058.512),(2 10823.864),(3 18563.256),(4 26617.367),(5 35357.773),(6 43878.18),(7 53370.84),(8 64229),(9 77364.74),(10 94690.21),(11 118518.31),(12 158352.39),(13 224498.5),(14 318780),(15 432800.3),(16 580011.7),(17 763570.8),(18 982992.44),(19 1230842),(20 1489214.8),(21 1779193.9),(22 2113263.3),(23 2473384.8),(24 2871971.5),(25 3365763.8),(26 3891112.3),(27 4380594.5),(28 4769641.5),(29 5130461),(30 5513593.5),(31 6039774),(32 6476503.5),(33 6704081.5),(34 6874327.5),(35 7084904.5),(36 7302943),(37 7464653.5),(38 7613426.5),(39 7783832),(40 8070983),(41 8279201),(42 8416377),(43 8624910),(44 8754135),(45 8624037),(46 8406630),(47 8333393.5),(48 8251343.5),(49 8110765),(50 8020621.5),(51 8045496),(52 7938135),(53 7686306.5),(54 7635674),(55 7678008),(56 7702757),(57 7751771),(58 7776981),(59 7796484),(60 7787702),(61 7732470),(62 7565890),(63 7576366.5),(64 7628470.5),(65 7670032.5),(66 7804266.5),(67 7900885),(68 7927655.5),(69 7887717),(70 7913311),(71 7870118),(72 7758477.5),(73 7768608),(74 7893125),(75 8005652),(76 8152632),(77 8290612.5),(78 8316659.5),(79 8298922.5),
(1 5416.8403),(2 12254.751),(3 21592.053),(4 30863.777),(5 39963.816),(6 48730.87),(7 58510.27),(8 68769.53),(9 81608.72),(10 99529.06),(11 125892.79),(12 171668.25),(13 248130.28),(14 354852.63),(15 480376.4),(16 638843.9),(17 822926.5),(18 1016421.9),(19 1242746.4),(20 1492900.8),(21 1832324.6),(22 2176674),(23 2506493.3),(24 2845960.3),(25 3166075),(26 3429746.5),(27 3724465),(28 4063872.5),(29 4551106),(30 4990779),(31 5276710),(32 5474621),(33 5800771),(34 6103892),(35 6283015.5),(36 6404414),(37 6578678),(38 6830360),(39 7085836),(40 7319065),(41 7493657.5),(42 7640066),(43 7735615),(44 7832095.5),(45 7920899),(46 7797055),(47 7647838.5),(48 7756892.5),(49 7895198),(50 8000200),(51 8047826),(52 8023807),(53 8002884),(54 7947283),(55 7933229.5),(56 7868994.5),(57 7976339.5),(58 8102494),(59 8358350.5),(60 8395038),(61 8275243),(62 8216443.5),(63 8246345.5),(64 8363493),(65 8381459),(66 8315940.5),(67 8322326.5),(68 8542861),(69 8726140),(70 8660556),(71 8633891),(72 8530063),(73 8499340),(74 8616040),(75 8654264),(76 8567836),(77 8682859),(78 8767337),(79 8825881),
(1 5066.2754),(2 11590.029),(3 20523.402),(4 29991.143),(5 40134.027),(6 50417.03),(7 61312.055),(8 72984.664),(9 86778.08),(10 106778.91),(11 136420.83),(12 183821.56),(13 259556.97),(14 360968.94),(15 475173.78),(16 607095.6),(17 734650.56),(18 880496.25),(19 1060298.8),(20 1255893.6),(21 1469649.1),(22 1679952.4),(23 1881070.3),(24 2090305.3),(25 2260754.3),(26 2484380),(27 2728491.3),(28 3014844),(29 3226796.3),(30 3434320.3),(31 3707110),(32 4080636.5),(33 4408192),(34 4592152.5),(35 4773484.5),(36 4914235.5),(37 5000844.5),(38 5087304),(39 5232412),(40 5379752.5),(41 5483529.5),(42 5565063.5),(43 5658870),(44 5782201),(45 5909604.5),(46 6120177.5),(47 6245172),(48 6279662),(49 6297302.5),(50 6224106.5),(51 6167416.5),(52 6294441),(53 6373201),(54 6271456),(55 6221993.5),(56 6222688),(57 6250432),(58 6431293),(59 6615720.5),(60 6651091.5),(61 6610588.5),(62 6583489.5),(63 6540209.5),(64 6620590),(65 6587084.5),(66 6513226.5),(67 6479099.5),(68 6416934.5),(69 6389534.5),(70 6280317.5),(71 6409019),(72 6578316),(73 6572393.5),(74 6449119),(75 6436766.5),(76 6496264),(77 6473767.5),(78 6475022.5),(79 6526866),
(1 4674.893),(2 10417.16),(3 18162.348),(4 25937.748),(5 34969.19),(6 43209.598),(7 52180.777),(8 61998.85),(9 73888.984),(10 93276.31),(11 119227.125),(12 166089.64),(13 238476.08),(14 342546.78),(15 454540.47),(16 593501),(17 734484),(18 884622.75),(19 1042818.5),(20 1216707),(21 1414327.5),(22 1627168.3),(23 1838702),(24 2037506.3),(25 2256799),(26 2529686.8),(27 2827350.8),(28 3071293.3),(29 3314051.3),(30 3566920.8),(31 3829389.8),(32 4049932.8),(33 4164618.5),(34 4236134),(35 4351697.5),(36 4513154.5),(37 4649384),(38 4791170),(39 4937744),(40 5013364.5),(41 5050128.5),(42 5188696.5),(43 5309966.5),(44 5377583.5),(45 5323626),(46 5308812),(47 5357284.5),(48 5483109.5),(49 5524348),(50 5579071.5),(51 5754813),(52 5787675.5),(53 5713513),(54 5741618.5),(55 5816952),(56 5872013),(57 5984727),(58 6140111.5),(59 6167330.5),(60 6103769.5),(61 6054088),(62 6039739.5),(63 5983644),(64 5911266),(65 5880685.5),(66 5948840.5),(67 5936035.5),(68 5854665),(69 5851776),(70 5926985),(71 5878018),(72 5779695.5),(73 5781634.5),(74 5787398),(75 5718454.5),(76 5646690),(77 5726054.5),(78 5717601),(79 5662914),
(1 5070.9526),(2 11021.274),(3 19529.13),(4 27994.48),(5 38095.707),(6 46597.4),(7 55995.516),(8 66847.2),(9 79965.61),(10 98935.516),(11 126755.14),(12 170309.66),(13 234699.78),(14 317413),(15 407064.3),(16 519737.5),(17 649953.3),(18 811229.2),(19 993497.1),(20 1193899.1),(21 1414020.6),(22 1641484.6),(23 1894191.4),(24 2152599.8),(25 2433032.5),(26 2734267.3),(27 3077508.5),(28 3396831),(29 3670260),(30 3887337),(31 4122980),(32 4352464.5),(33 4470600.5),(34 4637510),(35 4712356.5),(36 4866854),(37 5172626),(38 5449088.5),(39 5588943.5),(40 5672651.5),(41 5634914),(42 5738460.5),(43 5826650),(44 5864497.5),(45 5795551),(46 5858122.5),(47 5978862),(48 5936554),(49 5977178),(50 6064268),(51 5916158),(52 5760662.5),(53 5774821),(54 5815463.5),(55 5974786),(56 6025119),(57 5998663),(58 6071976),(59 6081362.5),(60 5858827.5),(61 5730285.5),(62 5871615),(63 5961271),(64 5957472),(65 5961614),(66 6050264.5),(67 6064022),(68 6101881),(69 6074111),(70 5904588),(71 5847543),(72 5960193.5),(73 5923820.5),(74 5921325),(75 6004090.5),(76 6030742.5),(77 5996146),(78 6090738),(79 6089817.5),
(1 5149.217),(2 10983.684),(3 18948.56),(4 26751.053),(5 35779.39),(6 43947.984),(7 53592.227),(8 63693.688),(9 76968.91),(10 94667.77),(11 115643.81),(12 146186.69),(13 193196.53),(14 267228.3),(15 357254.97),(16 478876.22),(17 633448.8),(18 794566.3),(19 965786.8),(20 1166145.8),(21 1415557.4),(22 1722086.4),(23 2005898.8),(24 2221467),(25 2436571.3),(26 2719205.3),(27 3013141.5),(28 3238743.5),(29 3396658.5),(30 3660867),(31 3922959.8),(32 4191327),(33 4435154.5),(34 4636415.5),(35 4798437),(36 4976953.5),(37 5089989),(38 5124470.5),(39 5146105.5),(40 5164926.5),(41 5239448),(42 5410021),(43 5593550.5),(44 5546323.5),(45 5468024),(46 5428883),(47 5520225.5),(48 5542058.5),(49 5521745),(50 5608210),(51 5571696),(52 5433710.5),(53 5508683),(54 5512988.5),(55 5438843.5),(56 5470423.5),(57 5474104),(58 5405822),(59 5420431.5),(60 5449928),(61 5460461),(62 5475208),(63 5491253),(64 5595966),(65 5557897.5),(66 5571143),(67 5643414),(68 5580289.5),(69 5557626.5),(70 5615657.5),(71 5507067.5),(72 5433630),(73 5445317),(74 5426518),(75 5519614.5),(76 5563526.5),(77 5596899.5),(78 5688992.5),(79 5812713),
(1 5146.829),(2 10905.415),(3 18351.578),(4 25611.848),(5 33918.41),(6 41961.973),(7 51355.406),(8 60527.656),(9 73476.16),(10 91147.086),(11 114383.78),(12 147279.88),(13 202872.67),(14 287215.03),(15 384626.44),(16 509746.63),(17 655024),(18 784178.25),(19 962744.25),(20 1222294.8),(21 1511529.6),(22 1776897.4),(23 1970409.3),(24 2146028.5),(25 2387876.5),(26 2609611.3),(27 2776417.5),(28 2938282.3),(29 3112948.5),(30 3326245.8),(31 3609023.3),(32 3817755.8),(33 4059242.8),(34 4243748.5),(35 4380271.5),(36 4509829),(37 4572654.5),(38 4738418),(39 4746132.5),(40 4715287.5),(41 4817130.5),(42 4976592.5),(43 5023897),(44 5052557.5),(45 5078565),(46 5066820),(47 4994240),(48 4998414.5),(49 5186768.5),(50 5196173.5),(51 5192535.5),(52 5138879),(53 5054783),(54 4968330),(55 4891087.5),(56 4837411.5),(57 4943303),(58 4970754.5),(59 4928120.5),(60 4988107.5),(61 4977896.5),(62 5068590),(63 5050229.5),(64 4995358),(65 4994893),(66 4936609),(67 4931044.5),(68 5029436.5),(69 5013210.5),(70 4912950.5),(71 4980158),(72 4953379),(73 4938969),(74 5057864),(75 5155351),(76 5180867),(77 5186985.5),(78 5208786),(79 5245984.5),
(1 5037.295),(2 10987.65),(3 19308.65),(4 27265.604),(5 35974.64),(6 44457.465),(7 53946.64),(8 63041.543),(9 75098.64),(10 88666.8),(11 106694.49),(12 132405.36),(13 172523.78),(14 229991.25),(15 299815.22),(16 387891.9),(17 498883.38),(18 655090.75),(19 884900),(20 1124481.1),(21 1372315.9),(22 1585663.5),(23 1795295.6),(24 2047603.5),(25 2259174.5),(26 2399056.5),(27 2589353),(28 2776713),(29 3005918.5),(30 3217357.5),(31 3317638.5),(32 3539030.8),(33 3772783.3),(34 3876879),(35 4000285.3),(36 4129714.5),(37 4300663),(38 4329505),(39 4364369),(40 4489839),(41 4545849),(42 4591124.5),(43 4584870.5),(44 4510285.5),(45 4543202),(46 4550355),(47 4524471),(48 4472433),(49 4414901.5),(50 4414715),(51 4423587.5),(52 4469499.5),(53 4499635.5),(54 4419416),(55 4355789),(56 4443261),(57 4433595.5),(58 4440965),(59 4428016),(60 4498228.5),(61 4539095),(62 4503810),(63 4587568.5),(64 4511273),(65 4472436),(66 4374811.5),(67 4355016),(68 4381253),(69 4407960),(70 4463016.5),(71 4388920.5),(72 4409112.5),(73 4492929.5),(74 4445179),(75 4388564.5),(76 4432937),(77 4422890.5),(78 4427637),(79 4478059.5),
(1 4697.9023),(2 10560.811),(3 18068.14),(4 25980.428),(5 34842.582),(6 42691.5),(7 51984.41),(8 61042.98),(9 72594.64),(10 86842.73),(11 105083.13),(12 132215.77),(13 169538.28),(14 224458.19),(15 286742.06),(16 370931.16),(17 497806.66),(18 665024),(19 835828.1),(20 1001776.56),(21 1184157.6),(22 1375993.4),(23 1584973.4),(24 1737653),(25 1861578.3),(26 2041885.8),(27 2245899.8),(28 2425764.3),(29 2573892.3),(30 2710720),(31 2877020.5),(32 3009123.5),(33 3094393.5),(34 3201588.3),(35 3306950),(36 3439975.3),(37 3508556.5),(38 3678672.5),(39 3810071.3),(40 3868291.8),(41 3901720.8),(42 3933419),(43 3871695.3),(44 3820653.3),(45 3796424),(46 3747963.5),(47 3715926.8),(48 3664287.5),(49 3707965.3),(50 3759026),(51 3806887.5),(52 3852540.3),(53 3791610.3),(54 3792011.5),(55 3775210.8),(56 3718321.5),(57 3746955),(58 3882419.8),(59 3926251.5),(60 3858122),(61 3808541.3),(62 3767410.3),(63 3746128.8),(64 3812326.8),(65 3846306.8),(66 3832726),(67 3895885.8),(68 3992136.5),(69 4000648.5),(70 3948738),(71 3915644.3),(72 3940714.8),(73 3858777.5),(74 3829186),(75 3879699.8),(76 3839661),(77 4023775.3),(78 4141050),(79 4058154),
(1 4809.827),(2 11116.667),(3 19257.627),(4 27648.979),(5 37563.805),(6 46332.035),(7 56449.945),(8 66515.87),(9 79124.14),(10 97175.49),(11 119154.58),(12 149393.63),(13 190626.16),(14 249643.95),(15 318305.78),(16 408831.28),(17 524681.6),(18 650220.9),(19 784023.1),(20 955965),(21 1172121.6),(22 1349322.9),(23 1475482.9),(24 1579465.8),(25 1735473.4),(26 1880012.5),(27 1999917),(28 2163127.8),(29 2356402.3),(30 2490802.3),(31 2591845.3),(32 2696529),(33 2765156),(34 2860552.8),(35 3006991),(36 3126679),(37 3203091.3),(38 3292374),(39 3326849.5),(40 3363343.8),(41 3378017.8),(42 3363840.8),(43 3375166.5),(44 3456335.3),(45 3557771.5),(46 3535610.3),(47 3560879.3),(48 3612420.3),(49 3511769),(50 3512654.3),(51 3478175),(52 3506296.3),(53 3499205.8),(54 3483013.3),(55 3477583.8),(56 3518466.5),(57 3572578.8),(58 3557135),(59 3520433.8),(60 3557563),(61 3578360.3),(62 3551890.5),(63 3612300.8),(64 3655749),(65 3565604.5),(66 3505995.5),(67 3487213.5),(68 3495508.3),(69 3511552),(70 3511033.3),(71 3519372),(72 3567382),(73 3657342.3),(74 3697852.5),(75 3661952),(76 3660025),(77 3745790.3),(78 3702650.3),(79 3749094.5),
(1 4985.3945),(2 10718.539),(3 18333.047),(4 26466.623),(5 35912.938),(6 44846.402),(7 55117.363),(8 66031.17),(9 79370.125),(10 96649.47),(11 117782.3),(12 146395.38),(13 182071.1),(14 233934.7),(15 292090.5),(16 373352.78),(17 480547.38),(18 590259.3),(19 733864.8),(20 909782.2),(21 1065986.4),(22 1167360.6),(23 1274185),(24 1404811.1),(25 1533409.3),(26 1640204.1),(27 1776583.3),(28 1899887),(29 2011110.3),(30 2141902.5),(31 2262314),(32 2380709.8),(33 2430374.8),(34 2566548.5),(35 2691591.5),(36 2748656.8),(37 2855522.3),(38 2938725.8),(39 3015451.3),(40 3111543.8),(41 3180737),(42 3209251.3),(43 3274552.3),(44 3275035.5),(45 3260510),(46 3321205.8),(47 3343302.3),(48 3289914.3),(49 3292753.5),(50 3337469.5),(51 3364522.8),(52 3367715.8),(53 3357104),(54 3396273.3),(55 3362601.5),(56 3359409),(57 3390647.8),(58 3379684.8),(59 3408379.3),(60 3409571.3),(61 3328709.8),(62 3284977),(63 3265819.5),(64 3262735.3),(65 3228781.3),(66 3215143.5),(67 3202164),(68 3166058),(69 3217925),(70 3320537.5),(71 3237052),(72 3209502),(73 3283538.5),(74 3345810.3),(75 3387240.3),(76 3332748.5),(77 3281896.8),(78 3290623.3),(79 3280826.3),
(1 4599.3926),(2 9714.402),(3 16472.867),(4 23943.428),(5 33023.332),(6 41617.754),(7 51478.348),(8 61791.676),(9 74971.36),(10 92712.9),(11 113458.04),(12 142500.61),(13 176932.39),(14 230741.95),(15 293967.4),(16 374865.84),(17 462208.4),(18 546294.7),(19 646528.3),(20 742023.3),(21 826812.5),(22 904525.06),(23 995179.56),(24 1104098.9),(25 1210573.1),(26 1309866.9),(27 1383417.1),(28 1441432.4),(29 1575527),(30 1691458.9),(31 1785043.9),(32 1865309.5),(33 1967050),(34 2049307),(35 2154826.3),(36 2261141.8),(37 2360084.3),(38 2411537.8),(39 2457945),(40 2543774.8),(41 2601941.5),(42 2652019.3),(43 2667649.3),(44 2718425.3),(45 2735100),(46 2730883.3),(47 2713753),(48 2763813.3),(49 2780107.3),(50 2815603.8),(51 2878540),(52 2947234),(53 2987185),(54 2952920.8),(55 2975797.3),(56 2987879.8),(57 2955141.3),(58 2957718.8),(59 2970561.3),(60 2947426.8),(61 2999269),(62 2942817),(63 2954354.8),(64 2956282.8),(65 3006061),(66 3076983.8),(67 3033690.3),(68 3050475.3),(69 3063366.8),(70 3117212.8),(71 3097360.3),(72 3025976.8),(73 2985289.3),(74 3004779.8),(75 3013811.3),(76 3005106),(77 2969248.3),(78 2985892),(79 3020486.3),
