1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70880.49),(2 248535.83),(3 497571.7),(4 769784.4),(5 1049659.3),(6 1330299.3),(7 1617912.5),(8 1902083.5),(9 2182940.5),(10 2454454),(11 2694651.3),(12 2897956.3),(13 3072413.3),(14 3236097.8),(15 3382585.8),(16 3502887),(17 3603070.5),(18 3686717.3),(19 3782275.8),(20 3891802.5),(21 4012799.3),(22 4159003.3),(23 4317545),(24 4473621.5),(25 4645925.5),(26 4821681.5),(27 5006816.5),(28 5179088.5),(29 5347177.5),(30 5479173),(31 5573635),(32 5664053.5),(33 5748014.5),(34 5829110.5),(35 5906270.5),(36 5991592.5),(37 6095443.5),(38 6207560.5),(39 6302976),(40 6346369.5),(41 6358481.5),(42 6315939),(43 6243724),(44 6152274),(45 6057989),(46 5949839.5),(47 5846515.5),(48 5728190),(49 5600114),(50 5458676),(51 5328903.5),(52 5197133.5),(53 5073437.5),(54 4977488.5),(55 4883820.5),(56 4797825.5),(57 4719328.5),(58 4626793.5),(59 4527881.5),(60 4416871.5),(61 4329854.5),(62 4241850.5),(63 4158317.5),(64 4100778.8),(65 4046620.5),(66 3998198),(67 3953243.8),(68 3923599.3),(69 3880628.3),(70 3855097.8),(71 3834694.5),(72 3817888.3),(73 3797142.3),(74 3780813.3),(75 3773133.3),(76 3760308.5),(77 3758852.8),(78 3761312.8),(79 3761074),
(1 64320.457),(2 219617.42),(3 427573.84),(4 652672.56),(5 877068.75),(6 1092491.6),(7 1319274.6),(8 1554664.1),(9 1802524.6),(10 2058104),(11 2309948.5),(12 2538295.8),(13 2747896.3),(14 2934484.8),(15 3091320.3),(16 3230283.8),(17 3373554.8),(18 3508281.8),(19 3632196.8),(20 3739152),(21 3823437.8),(22 3902793),(23 3989438.8),(24 4095827.3),(25 4224433.5),(26 4373285.5),(27 4536941.5),(28 4678495.5),(29 4790644),(30 4850190.5),(31 4872381.5),(32 4904726),(33 4955684.5),(34 5002092),(35 5053221.5),(36 5106954),(37 5177114.5),(38 5264260.5),(39 5328699),(40 5351387.5),(41 5359637.5),(42 5337962.5),(43 5296507),(44 5249968.5),(45 5201282),(46 5147362),(47 5102314),(48 5048251.5),(49 4985670),(50 4912502.5),(51 4836394.5),(52 4756088.5),(53 4654337.5),(54 4536987),(55 4423889.5),(56 4301786),(57 4188218),(58 4080221.8),(59 3982840.8),(60 3890015.3),(61 3814893.8),(62 3754673),(63 3690942.8),(64 3637597.3),(65 3577131.3),(66 3517177.3),(67 3456523.8),(68 3398182),(69 3330369.3),(70 3266665),(71 3207678.8),(72 3154916.8),(73 3092523.3),(74 3042635.3),(75 3005827.3),(76 2966270.8),(77 2933939.3),(78 2906538.8),(79 2872663.8),
(1 66082.53),(2 220881.73),(3 421867.75),(4 628677.5),(5 831989.75),(6 1031779.94),(7 1227993.6),(8 1419880),(9 1603577.6),(10 1772874.8),(11 1934798.8),(12 2073941.1),(13 2211288),(14 2354266.3),(15 2516324.5),(16 2683264.3),(17 2834498),(18 2962457),(19 3085036.3),(20 3213634),(21 3332741.8),(22 3418259.8),(23 3480338.5),(24 3553915.5),(25 3643477.5),(26 3753697.3),(27 3881288.8),(28 4004136.8),(29 4108853),(30 4183847.8),(31 4238493.5),(32 4281518),(33 4308145.5),(34 4310549),(35 4300206.5),(36 4295184.5),(37 4326886),(38 4396670.5),(39 4499690.5),(40 4596583.5),(41 4663182.5),(42 4683798.5),(43 4665547),(44 4630448.5),(45 4583684),(46 4530359),(47 4482749),(48 4441449.5),(49 4389775.5),(50 4329364.5),(51 4271621),(52 4205667),(53 4133596.5),(54 4065607),(55 3998525.8),(56 3918747),(57 3831045),(58 3735175.8),(59 3647461.5),(60 3563773.5),(61 3481852.5),(62 3404485),(63 3326634),(64 3262267.5),(65 3202546),(66 3146035.3),(67 3102895.3),(68 3059047.3),(69 3013540.5),(70 2960016),(71 2908532.5),(72 2850306.5),(73 2782960.8),(74 2726671),(75 2678078),(76 2629465.5),(77 2586982.5),(78 2553050.5),(79 2518128.5),
(1 77092.52),(2 259261.7),(3 483894.47),(4 700203.5),(5 896488.4),(6 1081716),(7 1272186.4),(8 1470682.1),(9 1657955.4),(10 1814892.1),(11 1932596.8),(12 2015192),(13 2098705.5),(14 2200516.3),(15 2319316.3),(16 2428166.5),(17 2529179),(18 2646514.3),(19 2774917.8),(20 2892892.8),(21 2984546),(22 3052578.5),(23 3119864),(24 3198816),(25 3277779.3),(26 3351588.3),(27 3411104),(28 3447597),(29 3464262),(30 3475745.5),(31 3500674),(32 3552233.5),(33 3608612.8),(34 3641091),(35 3633736),(36 3609289),(37 3625287.3),(38 3700427.3),(39 3829753.5),(40 3976873.3),(41 4094549),(42 4161587.5),(43 4182885.8),(44 4183579.3),(45 4159850),(46 4122861.8),(47 4078139.3),(48 4046472),(49 4012838.8),(50 3997551.3),(51 3996489.3),(52 3995467.5),(53 3991234.5),(54 3970211.5),(55 3941974.5),(56 3902763.5),(57 3861636.8),(58 3818797.8),(59 3773587.8),(60 3723332.8),(61 3662824),(62 3583840.3),(63 3493703.8),(64 3400993.3),(65 3304505.3),(66 3194151.3),(67 3090806),(68 2986744.8),(69 2892609.3),(70 2799433.3),(71 2724210.5),(72 2652026.8),(73 2583802),(74 2525464.3),(75 2483161.8),(76 2441972.8),(77 2400814),(78 2364829.5),(79 2322229),
(1 80819.31),(2 264097.63),(3 473398.28),(4 656504),(5 810703.56),(6 956634.25),(7 1127900.9),(8 1308308.9),(9 1469297.5),(10 1595576.3),(11 1674151.8),(12 1710987.1),(13 1732688),(14 1768628),(15 1817484.3),(16 1879908.8),(17 1956546.3),(18 2030994.4),(19 2114755.5),(20 2206308.3),(21 2304127.5),(22 2395789.5),(23 2469657.3),(24 2535315.3),(25 2611904.3),(26 2683099),(27 2734824.3),(28 2734747.8),(29 2689550.3),(30 2638551.5),(31 2610180.5),(32 2636989),(33 2689932.8),(34 2727823.5),(35 2723197.3),(36 2692038.8),(37 2697789),(38 2760282),(39 2861622.5),(40 2953694.5),(41 3030658.3),(42 3051533.3),(43 3049370.8),(44 3037999.8),(45 3022641.5),(46 3006918.8),(47 2989488.5),(48 2975743.8),(49 2967630.8),(50 2967942),(51 2973574.5),(52 2980493),(53 2989457.3),(54 2985139),(55 2973550.8),(56 2961298.3),(57 2951630.5),(58 2948072.5),(59 2942566.8),(60 2944049.5),(61 2954287.8),(62 2948729.5),(63 2937611),(64 2917490.8),(65 2884862.3),(66 2837513.5),(67 2778158.3),(68 2706209.8),(69 2627607),(70 2532457.3),(71 2449577.3),(72 2368395),(73 2293218.5),(74 2227739.5),(75 2168954.8),(76 2120529),(77 2083466.5),(78 2058315.9),(79 2048131.3),
(1 79226.72),(2 257492.14),(3 459240.47),(4 627618.25),(5 752706.4),(6 874511.2),(7 1018035.7),(8 1190711.6),(9 1365089.4),(10 1513732.8),(11 1610671.6),(12 1642525.3),(13 1634838.6),(14 1636708.5),(15 1666120.3),(16 1718578.4),(17 1767646.4),(18 1802954.1),(19 1844255.6),(20 1887162.6),(21 1925934.1),(22 1966326.9),(23 2023933.9),(24 2096209.9),(25 2172804.3),(26 2235722.8),(27 2283484.3),(28 2299637.8),(29 2273961.8),(30 2227388.3),(31 2184286.5),(32 2182763.8),(33 2207738.3),(34 2220510),(35 2197206.8),(36 2165726.8),(37 2171131.5),(38 2238757),(39 2355825.3),(40 2469280),(41 2541907.8),(42 2558372.5),(43 2552691.5),(44 2553304.5),(45 2573222.5),(46 2602760.3),(47 2638692.8),(48 2670447.3),(49 2684882.5),(50 2699182.8),(51 2707398.3),(52 2696310.5),(53 2679688.5),(54 2653935),(55 2618981),(56 2591257),(57 2575181),(58 2578916),(59 2593151.5),(60 2618248.5),(61 2656041),(62 2675647.5),(63 2692465),(64 2720227.5),(65 2741683),(66 2749635.3),(67 2746372.3),(68 2718837.5),(69 2669931),(70 2604564),(71 2529333),(72 2446637.8),(73 2362586.8),(74 2288582.8),(75 2225294.8),(76 2177972.8),(77 2149672),(78 2137643.8),(79 2144361),
(1 81382.414),(2 254686.97),(3 440103.28),(4 590155.44),(5 707359.75),(6 836356.3),(7 980642.44),(8 1130622.6),(9 1272761.9),(10 1405510.3),(11 1508387.4),(12 1569575.3),(13 1603620.6),(14 1623220),(15 1642853),(16 1675944),(17 1721075.8),(18 1770799.4),(19 1802565.1),(20 1792761),(21 1766495.8),(22 1762534.3),(23 1796476.5),(24 1845471.8),(25 1897699.5),(26 1944175.5),(27 1995933.3),(28 2035671.8),(29 2061498.3),(30 2084499.4),(31 2111957),(32 2173632.8),(33 2247553.5),(34 2308485.8),(35 2334271.8),(36 2345874.3),(37 2380823.8),(38 2456185.5),(39 2561666.8),(40 2646531),(41 2705098.3),(42 2720925),(43 2722891.8),(44 2733198.5),(45 2756082.8),(46 2780070),(47 2815922.3),(48 2861678.5),(49 2921963.3),(50 2979516.3),(51 3031561),(52 3083433.3),(53 3084938),(54 3080549),(55 3057621.8),(56 3023554.3),(57 2993660.5),(58 2983672.3),(59 2989102.3),(60 3005913),(61 3049949.3),(62 3102912.3),(63 3153908.3),(64 3204089.3),(65 3242597.8),(66 3276381.3),(67 3293910),(68 3303373.3),(69 3297438.8),(70 3270564.5),(71 3236798.8),(72 3196456.8),(73 3144061.8),(74 3094770.3),(75 3050420.8),(76 3013013.8),(77 2973453),(78 2953869.3),(79 2946202.8),
(1 94129.78),(2 288553.72),(3 475047),(4 613317.06),(5 738443.25),(6 879379.8),(7 1045931.6),(8 1202729.5),(9 1329334.8),(10 1422278),(11 1494957.4),(12 1566374),(13 1627674.5),(14 1671320.8),(15 1691027.9),(16 1699595.4),(17 1733598.4),(18 1793892),(19 1844933.3),(20 1851532.9),(21 1824212.9),(22 1799809.9),(23 1822086.1),(24 1874014.1),(25 1914009.6),(26 1932893.3),(27 1941408.5),(28 1934239.1),(29 1909766.3),(30 1875230.8),(31 1850079.3),(32 1870612),(33 1930596.3),(34 2000710.3),(35 2049954.6),(36 2082985),(37 2128960.5),(38 2207344.3),(39 2305155.5),(40 2398663),(41 2452581.8),(42 2454488.3),(43 2439187.8),(44 2425660),(45 2402901),(46 2383415),(47 2366822),(48 2362384.5),(49 2382256.3),(50 2422968.8),(51 2475535.5),(52 2532518.8),(53 2564032.3),(54 2575924.3),(55 2570351.5),(56 2545356.8),(57 2516038.3),(58 2489015.3),(59 2461209.3),(60 2427434.8),(61 2404661.8),(62 2407596.5),(63 2417766.3),(64 2432186.5),(65 2446304.5),(66 2470253),(67 2488900.3),(68 2507462),(69 2525473.3),(70 2538316.8),(71 2549487),(72 2555797.8),(73 2551604.8),(74 2547617.3),(75 2540756.3),(76 2531116.8),(77 2509994.3),(78 2492345.3),(79 2475426),
(1 106214.92),(2 324243.9),(3 529715.1),(4 671719.56),(5 795664.25),(6 952082.1),(7 1127880.5),(8 1284955.5),(9 1409634),(10 1502732.5),(11 1576163.3),(12 1640123.3),(13 1693236.6),(14 1747592.1),(15 1786313.3),(16 1820604.5),(17 1870055.6),(18 1950061.8),(19 2038411.5),(20 2065798.6),(21 2039630.9),(22 2016494.5),(23 2058277.3),(24 2142375.5),(25 2201632.3),(26 2243144.5),(27 2271257.3),(28 2272880.5),(29 2249052.5),(30 2205258),(31 2169552.5),(32 2178616.5),(33 2201756),(34 2223098.5),(35 2236499.8),(36 2246514),(37 2269890.8),(38 2311296.8),(39 2372100.3),(40 2445568),(41 2497555.5),(42 2508002.3),(43 2499397.5),(44 2478275.5),(45 2444840),(46 2417014.8),(47 2385213),(48 2370431.3),(49 2379226),(50 2419995),(51 2474959.5),(52 2516466.5),(53 2564427),(54 2607655.3),(55 2645262.8),(56 2676067.8),(57 2699822.5),(58 2706393),(59 2700043.8),(60 2671041),(61 2644912),(62 2619977.5),(63 2591924.5),(64 2566890.3),(65 2540251.3),(66 2510070.5),(67 2486789),(68 2478581),(69 2477786.8),(70 2480758.3),(71 2488720.8),(72 2498186.5),(73 2505221),(74 2515563.5),(75 2523764),(76 2525661.8),(77 2522951.3),(78 2523412),(79 2520722.5),
(1 110749),(2 334681.22),(3 549815),(4 702901.94),(5 829105.8),(6 969729.75),(7 1109748.5),(8 1237088.8),(9 1340580.8),(10 1428189.8),(11 1503687),(12 1562448),(13 1614752.3),(14 1669656.8),(15 1705197.5),(16 1728347),(17 1759594.8),(18 1825092.5),(19 1904946.1),(20 1933466.6),(21 1906986.8),(22 1877009.1),(23 1909850.4),(24 1977136),(25 2025362.8),(26 2057812.1),(27 2099062.5),(28 2147820.5),(29 2178453.3),(30 2187272.5),(31 2190591.8),(32 2220050.8),(33 2243525.3),(34 2241910),(35 2234925),(36 2236348.3),(37 2248561.5),(38 2273446.8),(39 2322185.3),(40 2379930.3),(41 2411871.8),(42 2419897.3),(43 2422870.3),(44 2425613),(45 2420696.8),(46 2410887.5),(47 2401213.5),(48 2398447.3),(49 2391535.3),(50 2381860.3),(51 2369713.3),(52 2354292.8),(53 2346796),(54 2342586.3),(55 2345578),(56 2362833.8),(57 2394434.5),(58 2429378.3),(59 2462768.8),(60 2477823),(61 2483485.8),(62 2465530.5),(63 2436141.8),(64 2394522),(65 2342574),(66 2288852.5),(67 2242936.5),(68 2207585.5),(69 2181324.3),(70 2159988),(71 2151349.5),(72 2150062.3),(73 2146426),(74 2151940.3),(75 2168998),(76 2186561.5),(77 2213744.8),(78 2240649.5),(79 2263210.8),
(1 122023.23),(2 361277.8),(3 568784),(4 708002.75),(5 840899.25),(6 993780.94),(7 1120808.9),(8 1220273.6),(9 1314346),(10 1416348.6),(11 1511751.5),(12 1585863.8),(13 1635490.4),(14 1695312.3),(15 1746798.4),(16 1769837.9),(17 1789352.5),(18 1838435),(19 1905538),(20 1945791.5),(21 1932176.9),(22 1899435.1),(23 1918809.4),(24 1972005.5),(25 2011994),(26 2027740.8),(27 2051791.5),(28 2082440.9),(29 2099800.3),(30 2113139.8),(31 2136259.5),(32 2177724.8),(33 2210355.8),(34 2222782.3),(35 2221888.8),(36 2209722),(37 2202225.5),(38 2216794),(39 2259793),(40 2313270.8),(41 2346612),(42 2356443.5),(43 2347769),(44 2330384.8),(45 2308516.5),(46 2296818),(47 2296678.8),(48 2301935.5),(49 2297754.5),(50 2286167.8),(51 2261765.8),(52 2220907.8),(53 2181494.8),(54 2137510.5),(55 2098721.3),(56 2070784),(57 2066671.4),(58 2078302.4),(59 2100662),(60 2115244.3),(61 2123967),(62 2112050.5),(63 2083124.1),(64 2040911.4),(65 1990173.5),(66 1940964.6),(67 1891057.6),(68 1841639.1),(69 1800483.3),(70 1764800.8),(71 1737047),(72 1719456.9),(73 1703511.5),(74 1700276.6),(75 1709906),(76 1723257.8),(77 1743812.4),(78 1768182.6),(79 1797929.4),
(1 129065.91),(2 384879.9),(3 608875.7),(4 757252.6),(5 883328.9),(6 1002594.7),(7 1101070.5),(8 1175803.6),(9 1249155.3),(10 1336155.4),(11 1426677),(12 1509503.5),(13 1573704.4),(14 1646857.5),(15 1710692.8),(16 1744566),(17 1757646.1),(18 1797916.5),(19 1855442.8),(20 1894856.5),(21 1878921.8),(22 1849490.9),(23 1852269.8),(24 1881060.9),(25 1898296.3),(26 1895179.5),(27 1898390.9),(28 1892700),(29 1866571.8),(30 1841411.3),(31 1848186.4),(32 1883134),(33 1918937.1),(34 1942594.6),(35 1957724),(36 1955854.3),(37 1949870.5),(38 1957652.3),(39 1995294.5),(40 2054333.1),(41 2096031.1),(42 2109475.3),(43 2099131),(44 2072830.3),(45 2043692.5),(46 2023657.1),(47 2021362.6),(48 2031312.9),(49 2041936.5),(50 2050581.4),(51 2051646.3),(52 2049843.1),(53 2037284.6),(54 2006112.6),(55 1964832.6),(56 1922385.8),(57 1893922.3),(58 1875212.6),(59 1868374.6),(60 1860213.5),(61 1848260.8),(62 1839535.9),(63 1830298.5),(64 1811688.3),(65 1786292.1),(66 1763016.5),(67 1734777.9),(68 1700958),(69 1667490.3),(70 1620660.5),(71 1575650.6),(72 1532011.1),(73 1489531.8),(74 1451225.6),(75 1421906.9),(76 1399837.6),(77 1387817.9),(78 1381066.1),(79 1386996.5),
(1 130116.695),(2 377229.63),(3 580535),(4 720887.56),(5 846798.9),(6 955432.25),(7 1012382.6),(8 1054956.3),(9 1127245.5),(10 1224265.8),(11 1314057.3),(12 1381308.5),(13 1438764.5),(14 1499168.9),(15 1537409),(16 1566279.5),(17 1576428.9),(18 1594192.5),(19 1613327.1),(20 1601554.8),(21 1553405.9),(22 1506903.9),(23 1499022.8),(24 1517238.3),(25 1512800.9),(26 1484554.8),(27 1461690),(28 1436987.5),(29 1403648.8),(30 1370215.4),(31 1357260.1),(32 1360464.9),(33 1385078.9),(34 1423745),(35 1449099.1),(36 1454147.1),(37 1456143.1),(38 1472834),(39 1527433.5),(40 1595320.8),(41 1647748.6),(42 1671566.4),(43 1676226.6),(44 1666396.9),(45 1656984.1),(46 1654863.6),(47 1668524.6),(48 1689981.3),(49 1712644.1),(50 1740340.1),(51 1758179.5),(52 1764906),(53 1761001.3),(54 1743735.5),(55 1719648),(56 1680744.1),(57 1636092.5),(58 1589733.6),(59 1548517.1),(60 1511864.4),(61 1487735.6),(62 1466276.1),(63 1455249.4),(64 1450167.8),(65 1452331.5),(66 1450634),(67 1442694.8),(68 1427583.9),(69 1405839.6),(70 1379548.9),(71 1359161.1),(72 1341784.4),(73 1320763),(74 1294731.4),(75 1267238.8),(76 1234807.5),(77 1198561.6),(78 1162572.1),(79 1133480.1),
(1 126762.445),(2 368010.28),(3 565317.44),(4 699671.94),(5 820952.9),(6 914621.06),(7 958289.5),(8 1002141.5),(9 1089465.3),(10 1197515.5),(11 1301916.4),(12 1404550),(13 1499350.9),(14 1560222.9),(15 1588142.6),(16 1599208.5),(17 1594207.3),(18 1584352.4),(19 1583388.8),(20 1564263.1),(21 1504246.8),(22 1433874.8),(23 1397714.3),(24 1388515),(25 1370615.4),(26 1328716.1),(27 1285389.1),(28 1245198.9),(29 1214481.5),(30 1197652.3),(31 1191210.9),(32 1183141.8),(33 1188906),(34 1212157.5),(35 1241042),(36 1263228.1),(37 1279414.1),(38 1306653.8),(39 1364871.5),(40 1423605.3),(41 1474132.6),(42 1503524.6),(43 1523437.4),(44 1533467.4),(45 1541809.8),(46 1545440.1),(47 1556638.3),(48 1566856.8),(49 1568939.4),(50 1576376.5),(51 1571897.4),(52 1562728.8),(53 1555990.6),(54 1542993.1),(55 1531800.1),(56 1514365.1),(57 1488238.1),(58 1453872.8),(59 1418974.4),(60 1387482.1),(61 1361288.4),(62 1329072.8),(63 1301484.5),(64 1287651.3),(65 1282536.9),(66 1275993.6),(67 1273062.8),(68 1272031),(69 1268946.6),(70 1273118.6),(71 1279038),(72 1283598.3),(73 1280186.3),(74 1269735.1),(75 1255103.9),(76 1232019),(77 1202928.3),(78 1171643.3),(79 1142828.5),
(1 119784.836),(2 346830.44),(3 534710.06),(4 676498.56),(5 803047.75),(6 882128.9),(7 910073.3),(8 946943.75),(9 1039715.44),(10 1155562.5),(11 1260962.6),(12 1363303.3),(13 1458920.1),(14 1530723.9),(15 1547132.8),(16 1527692.1),(17 1512272),(18 1489273.3),(19 1460339),(20 1424970.5),(21 1368870.3),(22 1299482.8),(23 1252444.3),(24 1221055),(25 1186100.4),(26 1145215.3),(27 1108791.6),(28 1066852.6),(29 1029495.6),(30 1012100.8),(31 1014236.6),(32 1025831.4),(33 1054520.4),(34 1087963.8),(35 1122269.4),(36 1148718),(37 1168841.4),(38 1199542.4),(39 1241608.5),(40 1285689.5),(41 1320329.6),(42 1339510),(43 1353458.9),(44 1366562.1),(45 1375336.6),(46 1377657.9),(47 1380342.8),(48 1379430.8),(49 1369936.8),(50 1363907.5),(51 1352700.6),(52 1332660.1),(53 1317127.9),(54 1306452.9),(55 1303435),(56 1301704.4),(57 1302708.1),(58 1298391.4),(59 1289002.6),(60 1276196.4),(61 1254965),(62 1224304.4),(63 1188958.1),(64 1159442.3),(65 1131266.9),(66 1104287.3),(67 1085195.5),(68 1074978.8),(69 1069208.9),(70 1071152.1),(71 1073108.3),(72 1075371.1),(73 1071380.8),(74 1063992),(75 1059216.8),(76 1048056.44),(77 1036458.06),(78 1026236.25),(79 1014025.1),
(1 113258.164),(2 328016.56),(3 512799),(4 654531.3),(5 770783.6),(6 845971.8),(7 876684.2),(8 901449.7),(9 967803.9),(10 1069020.1),(11 1169977.5),(12 1251987.9),(13 1320427.1),(14 1363203.3),(15 1364737.5),(16 1348219.8),(17 1313506.1),(18 1269201.4),(19 1240058.3),(20 1205873.5),(21 1150104.5),(22 1090655),(23 1053522.6),(24 1037077.6),(25 1010743.6),(26 974660.4),(27 948166.3),(28 930700.4),(29 914882.7),(30 908500.9),(31 923365.06),(32 952162.9),(33 989392.4),(34 1030446.2),(35 1065410.6),(36 1094782.6),(37 1120993.1),(38 1154473.9),(39 1195202.6),(40 1240339.4),(41 1268492.3),(42 1277590.6),(43 1279264.4),(44 1273160.6),(45 1261429.5),(46 1249560.3),(47 1236697.1),(48 1222095.9),(49 1214108.6),(50 1205924),(51 1198647),(52 1185157),(53 1172304.4),(54 1170558.3),(55 1178696.5),(56 1195091),(57 1215665),(58 1228104.6),(59 1228828.8),(60 1218549.8),(61 1203555.8),(62 1191423.5),(63 1177669),(64 1168649.3),(65 1153232.4),(66 1136389.6),(67 1120199.6),(68 1106884.9),(69 1098304.3),(70 1090454.8),(71 1082989),(72 1080795.9),(73 1073614.5),(74 1065511.4),(75 1052997),(76 1033312.9),(77 1015291.1),(78 1000310.3),(79 986315.06),
(1 102960.95),(2 284501.47),(3 438121.8),(4 553995.8),(5 641019),(6 690607.94),(7 694986.3),(8 694975),(9 731803.3),(10 798990.4),(11 874627.3),(12 941972.7),(13 1011656.56),(14 1052275.5),(15 1052457.3),(16 1040115.4),(17 1012324.8),(18 985688.06),(19 979334.1),(20 966535.56),(21 935588.06),(22 914202.1),(23 912271.6),(24 914500.2),(25 903967.94),(26 885096.06),(27 878349.3),(28 875219.2),(29 872684.6),(30 879363),(31 904856.56),(32 939874.5),(33 978313.5),(34 1010560.56),(35 1033413.5),(36 1046844.2),(37 1056950.6),(38 1065576.9),(39 1079622.5),(40 1098541.4),(41 1103198.8),(42 1102216.5),(43 1100340.4),(44 1100327.1),(45 1095156.9),(46 1084269.9),(47 1074432),(48 1068853.1),(49 1068669.3),(50 1070745.9),(51 1070023.5),(52 1068215),(53 1066022),(54 1063264.3),(55 1064856.4),(56 1062399.5),(57 1061975.1),(58 1065880.5),(59 1073248.3),(60 1081978.5),(61 1088331.9),(62 1094878.6),(63 1094038.5),(64 1092780.8),(65 1088682.6),(66 1080274),(67 1068697.1),(68 1058310),(69 1047216.44),(70 1033700.06),(71 1022787.6),(72 1012984.4),(73 998982.7),(74 981035.75),(75 959413.44),(76 936240),(77 914173.9),(78 895525.9),(79 880647.8),
