1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 22126.113),(2 72837.664),(3 156039.77),(4 264987.13),(5 398299.47),(6 521762),(7 674833.2),(8 837987.5),(9 1018639.1),(10 1198902.3),(11 1373997.1),(12 1522010.3),(13 1664689.8),(14 1794320.4),(15 1911057.9),(16 2008286.4),(17 2078947.6),(18 2122910.3),(19 2132964.3),(20 2125622),(21 2100167.8),(22 2061920.4),(23 2011982.6),(24 1955342.3),(25 1888189.6),(26 1814963.9),(27 1738891.9),(28 1661352.4),(29 1581278.3),(30 1516410.4),(31 1456731.6),(32 1404560.5),(33 1354435.6),(34 1318740.8),(35 1297173),(36 1288483),(37 1289239),(38 1300629.3),(39 1320117),(40 1349434.4),(41 1387377.3),(42 1427372.1),(43 1473124.1),(44 1517965.8),(45 1571440),(46 1621044.1),(47 1676530.4),(48 1718246.3),(49 1765323.5),(50 1811152.8),(51 1855098.1),(52 1889339.6),(53 1913452.5),(54 1928328.8),(55 1938316.5),(56 1942058.1),(57 1935001.3),(58 1917070.3),(59 1894875.3),(60 1878155.9),(61 1857255.1),(62 1833182.4),(63 1815377),(64 1801118.6),(65 1789062.1),(66 1774881.8),(67 1761941.9),(68 1754832.4),(69 1753046.8),(70 1759594.1),(71 1781648.5),(72 1801045.9),(73 1835703.3),(74 1860307.3),(75 1894888.5),(76 1930957.6),(77 1961496.9),(78 1988648),(79 2024117.9),
(1 15983.6875),(2 52421.77),(3 110941.51),(4 185902.55),(5 274572.53),(6 357098.4),(7 458549.13),(8 564770.56),(9 676667.3),(10 788796.75),(11 901777.2),(12 990898.5),(13 1081188.5),(14 1158501.1),(15 1230495.1),(16 1291698.1),(17 1344306),(18 1383383.3),(19 1417981),(20 1444411),(21 1462385.6),(22 1473349),(23 1487209.6),(24 1497724),(25 1511217.9),(26 1528480.6),(27 1544887),(28 1565233.6),(29 1587673.4),(30 1609250),(31 1633849),(32 1658146.6),(33 1677827),(34 1699697.4),(35 1719218.5),(36 1736890.4),(37 1745310.6),(38 1752078.6),(39 1752288.6),(40 1740307),(41 1725283.9),(42 1711228.4),(43 1684679.6),(44 1653518.4),(45 1624230.4),(46 1587307.1),(47 1543730.1),(48 1502476.1),(49 1460446.9),(50 1421974.4),(51 1386439.1),(52 1357747.1),(53 1332760.3),(54 1315720.5),(55 1309803.4),(56 1301946.4),(57 1297566),(58 1293466.1),(59 1292604),(60 1293104.9),(61 1291377.4),(62 1286212.1),(63 1282180.6),(64 1277315.6),(65 1275996.9),(66 1268900.5),(67 1265529.3),(68 1255037),(69 1245889),(70 1239805.9),(71 1241688.4),(72 1248593.9),(73 1261280.5),(74 1277519.9),(75 1299480),(76 1326445.1),(77 1355570.9),(78 1383486.9),(79 1420431.1),
(1 16818.658),(2 53429.74),(3 111110.5),(4 183300.86),(5 263955.7),(6 340019.3),(7 425098.44),(8 512815.84),(9 605135.75),(10 693555.5),(11 779785.6),(12 842607.5),(13 911315.8),(14 970053.1),(15 1024394.56),(16 1069996.5),(17 1106473),(18 1129297.6),(19 1149446.8),(20 1166155.6),(21 1176868.4),(22 1190556.9),(23 1201252.4),(24 1214296.1),(25 1227031.9),(26 1248069.6),(27 1265723.6),(28 1285430.5),(29 1305894.9),(30 1328481.9),(31 1352645.5),(32 1379596.8),(33 1404483),(34 1428372.6),(35 1446975.5),(36 1460247),(37 1465593.8),(38 1465396.8),(39 1457995.3),(40 1442524),(41 1421325.6),(42 1400505),(43 1368262.8),(44 1335251.3),(45 1298267.1),(46 1255642.1),(47 1213431.1),(48 1175485.1),(49 1138854.5),(50 1108058.5),(51 1085099.6),(52 1073521.5),(53 1067027.5),(54 1066608.6),(55 1070863),(56 1081538.8),(57 1095246.5),(58 1109255.6),(59 1126028.3),(60 1140995.6),(61 1152590.4),(62 1164773),(63 1169680.3),(64 1168872.8),(65 1169510),(66 1167741),(67 1164960.9),(68 1156592.4),(69 1144792.4),(70 1134168.6),(71 1127860.8),(72 1124000),(73 1123005.6),(74 1124954.1),(75 1134473.8),(76 1146527),(77 1160583),(78 1175041.8),(79 1193933.9),
(1 18306.22),(2 58644.33),(3 122879.28),(4 205543.94),(5 302251.34),(6 392772.3),(7 498400.8),(8 605308.75),(9 716334.2),(10 821128.2),(11 919729.4),(12 989689.6),(13 1064882.3),(14 1126160.5),(15 1174501.6),(16 1203687),(17 1226612.1),(18 1236367.3),(19 1233702.5),(20 1215754.4),(21 1191847.6),(22 1166166),(23 1130158.8),(24 1105444.1),(25 1078029.3),(26 1051168.4),(27 1030136.94),(28 1017954),(29 1013373.8),(30 1014264.06),(31 1028558.3),(32 1048953.8),(33 1075947.5),(34 1103102.1),(35 1130620.4),(36 1152954.1),(37 1168914.1),(38 1174932.1),(39 1172025.6),(40 1165070.9),(41 1155581.3),(42 1146663.4),(43 1132019),(44 1117524),(45 1099055),(46 1081698.4),(47 1064858.8),(48 1053114.8),(49 1042564.56),(50 1040379.44),(51 1044871.75),(52 1050087),(53 1064613.6),(54 1077961.5),(55 1096802.3),(56 1120113),(57 1143510.6),(58 1171322.6),(59 1194605.5),(60 1210364.5),(61 1210464.5),(62 1205276.5),(63 1204008.6),(64 1201350.6),(65 1199398.1),(66 1192808.5),(67 1194381.6),(68 1194201),(69 1185282.1),(70 1177339.5),(71 1172978.5),(72 1172850.1),(73 1179099.3),(74 1183862),(75 1195212.1),(76 1207185.8),(77 1222078.4),(78 1236617.9),(79 1255726.1),
(1 26520.377),(2 89131.8),(3 186885.03),(4 313229.03),(5 462845.2),(6 608179.06),(7 775273.5),(8 944283.1),(9 1118361.8),(10 1279168.6),(11 1427612.5),(12 1535594.5),(13 1631272.6),(14 1701975.1),(15 1741572.8),(16 1745780),(17 1718439.4),(18 1678700.5),(19 1609729.6),(20 1522744.6),(21 1423174.9),(22 1313834.1),(23 1205257.9),(24 1110888.6),(25 1023478.56),(26 951941.9),(27 897052.44),(28 871696.9),(29 868530.44),(30 887228.9),(31 933315.7),(32 993017.7),(33 1063803.6),(34 1142953.8),(35 1224226.9),(36 1295440.1),(37 1360871.8),(38 1420394.4),(39 1474050.6),(40 1512814.5),(41 1535678.1),(42 1537156.5),(43 1531160.6),(44 1511949.9),(45 1479004.5),(46 1438079.8),(47 1386568.6),(48 1342708.3),(49 1293489.9),(50 1250336),(51 1206578.8),(52 1165578.9),(53 1134941.1),(54 1116540.6),(55 1105875.6),(56 1107548.8),(57 1116641.6),(58 1132001.1),(59 1153059.1),(60 1179681.1),(61 1203162.5),(62 1231653.1),(63 1261814.3),(64 1291267.4),(65 1316458.5),(66 1335761.8),(67 1352729.1),(68 1365675.1),(69 1373733),(70 1379564.1),(71 1384296.3),(72 1380740.6),(73 1372252.1),(74 1351373),(75 1332730.4),(76 1309576.8),(77 1286062.4),(78 1263152.8),(79 1242553),
(1 30204.357),(2 100949.195),(3 213422.8),(4 354465.5),(5 515994.38),(6 668644.4),(7 837321.44),(8 996104.94),(9 1148976.4),(10 1278520.9),(11 1391298.6),(12 1469323.8),(13 1523016.8),(14 1555084.5),(15 1558125.6),(16 1536629.9),(17 1493015.5),(18 1441438.4),(19 1373512.3),(20 1298812.1),(21 1220569.9),(22 1141699.1),(23 1071951.5),(24 1020641.4),(25 981533.6),(26 957263.75),(27 945752),(28 951998.4),(29 971777.44),(30 998192.75),(31 1039418.75),(32 1086332.1),(33 1142623.8),(34 1206136.3),(35 1269295.6),(36 1316976.6),(37 1361614.6),(38 1400717.4),(39 1435585.1),(40 1453939.3),(41 1461480),(42 1456825.9),(43 1444383.5),(44 1427299.8),(45 1399553.4),(46 1364384.6),(47 1326997.8),(48 1287659.5),(49 1242218.4),(50 1197298),(51 1149705.4),(52 1104251.1),(53 1066324.5),(54 1041182),(55 1030607.06),(56 1036104.94),(57 1056281.9),(58 1088287.3),(59 1132773.4),(60 1179867.5),(61 1240991.9),(62 1313569.8),(63 1384162.9),(64 1454797.6),(65 1518650.4),(66 1568203.3),(67 1609450.6),(68 1643384.5),(69 1664180),(70 1667430.5),(71 1657360.3),(72 1633023.3),(73 1590450),(74 1526945.8),(75 1453100.5),(76 1374818.1),(77 1293563.9),(78 1224729.6),(79 1155413.4),
(1 29123.127),(2 98864.15),(3 210401.36),(4 353062.47),(5 518336.22),(6 671316.75),(7 847167.9),(8 1020283.4),(9 1194482.4),(10 1352567),(11 1486945),(12 1586007),(13 1657873.8),(14 1698447.9),(15 1702696.3),(16 1677405.5),(17 1622269.4),(18 1557218.9),(19 1462081.4),(20 1356838.3),(21 1246097.6),(22 1135645.1),(23 1040187.6),(24 963460),(25 906125.06),(26 870139.5),(27 851329.44),(28 852525.06),(29 873454.25),(30 907367.25),(31 962387.25),(32 1024227.5),(33 1091521.3),(34 1163942.4),(35 1233425.8),(36 1289435.4),(37 1340987.1),(38 1387658.4),(39 1422438.5),(40 1445512.9),(41 1460102.4),(42 1461497),(43 1455142.1),(44 1449940.9),(45 1438717),(46 1420509.9),(47 1392529),(48 1364758.6),(49 1322331.1),(50 1280517.9),(51 1234848.3),(52 1195792.5),(53 1167316.3),(54 1147339.6),(55 1133572.1),(56 1121938.6),(57 1116706.8),(58 1119050.6),(59 1133909.1),(60 1151337.3),(61 1190975.6),(62 1240436.6),(63 1298772),(64 1363741.9),(65 1428570.3),(66 1485637.8),(67 1544384.3),(68 1596751.1),(69 1635194.3),(70 1661175.9),(71 1681100.8),(72 1687388.4),(73 1667816),(74 1633418.6),(75 1582209.8),(76 1526319.8),(77 1458876.6),(78 1395844),(79 1322594.1),
(1 23467.97),(2 76708.73),(3 163063.89),(4 274293.16),(5 406446.5),(6 527799.44),(7 671825.25),(8 816729.7),(9 965897.1),(10 1105177.8),(11 1234658.9),(12 1328330),(13 1416983.4),(14 1476678.3),(15 1508470.5),(16 1513034.3),(17 1486799.5),(18 1453901.9),(19 1390045.8),(20 1319019.1),(21 1239433),(22 1158189.4),(23 1081750.3),(24 1019848.25),(25 961562.75),(26 918594.44),(27 888389.56),(28 875549.44),(29 882627),(30 901336.9),(31 938447.25),(32 984966.7),(33 1043430.3),(34 1103556.4),(35 1165906),(36 1217015),(37 1266233),(38 1310328.9),(39 1343396.9),(40 1369112.5),(41 1383006.6),(42 1385524.6),(43 1377831.3),(44 1364548.4),(45 1338418.3),(46 1294676.6),(47 1243569),(48 1197246.5),(49 1133427.4),(50 1073208),(51 1016828.4),(52 967783.3),(53 930701.44),(54 905718.1),(55 890458.56),(56 888294.2),(57 899023.56),(58 925990.44),(59 962716.94),(60 999815.7),(61 1055266.8),(62 1116288.4),(63 1180248.5),(64 1245804.1),(65 1303443.8),(66 1345944.9),(67 1382822.5),(68 1407384.3),(69 1416184),(70 1412284.1),(71 1392212),(72 1365047.4),(73 1317891.6),(74 1261946.6),(75 1189895.1),(76 1116493.6),(77 1040218.94),(78 982449.25),(79 923621.44),
(1 40288.69),(2 136068.81),(3 290504.56),(4 489304.94),(5 721031.9),(6 934812.25),(7 1176704.5),(8 1411699.3),(9 1632931.3),(10 1823736),(11 1979690.4),(12 2073936.5),(13 2124517.5),(14 2125040),(15 2073162.1),(16 1967086),(17 1824275.5),(18 1690925),(19 1521827.8),(20 1348425.3),(21 1183180),(22 1036345.7),(23 918098.1),(24 834142.56),(25 789133.3),(26 779361.75),(27 800491.4),(28 850799.5),(29 926666.56),(30 1007559.25),(31 1101417.5),(32 1192296.4),(33 1278233.6),(34 1342107.5),(35 1385963.5),(36 1408746.4),(37 1413993.4),(38 1409489.9),(39 1398664.3),(40 1382972.6),(41 1371593.4),(42 1357296.3),(43 1357613.6),(44 1366791),(45 1378720.9),(46 1379301.4),(47 1372746),(48 1368353.8),(49 1342971.8),(50 1311934.4),(51 1271083.9),(52 1220892.5),(53 1169936.3),(54 1122712.3),(55 1076419.6),(56 1042181),(57 1035025.4),(58 1049831.3),(59 1091889),(60 1138543.8),(61 1215424.4),(62 1312750),(63 1413975.9),(64 1508665.9),(65 1591528.5),(66 1657035.3),(67 1703573.8),(68 1719563),(69 1716179.8),(70 1685517),(71 1633126.5),(72 1569615),(73 1482357.5),(74 1389860.8),(75 1291404.5),(76 1203143.8),(77 1119179.8),(78 1057285.9),(79 1006671.94),
(1 46922.008),(2 157485.89),(3 331051.78),(4 545565.6),(5 786749.6),(6 1013237.2),(7 1250515.5),(8 1467251.9),(9 1660009.5),(10 1810392.4),(11 1918847.1),(12 1962261.6),(13 1957265.3),(14 1909388.4),(15 1827871.8),(16 1709954.6),(17 1568877.3),(18 1439286.3),(19 1297369.3),(20 1162255.6),(21 1037760.3),(22 937425.4),(23 868720.75),(24 833109),(25 829327.4),(26 853834.1),(27 897149),(28 957270.06),(29 1025859.44),(30 1095905.1),(31 1165200.4),(32 1228856.4),(33 1282215.6),(34 1323084.4),(35 1354248.3),(36 1366705.3),(37 1382930.4),(38 1398494.5),(39 1413745.5),(40 1435705),(41 1461943.4),(42 1479188.5),(43 1500262),(44 1509837.6),(45 1508152.9),(46 1472862.3),(47 1414544.9),(48 1355609.1),(49 1265547.6),(50 1166184),(51 1065825.4),(52 977360.1),(53 910809.3),(54 873299.56),(55 875795),(56 914730.6),(57 989205.8),(58 1097296.4),(59 1231672.6),(60 1367023.4),(61 1513880.6),(62 1655561.5),(63 1781738),(64 1872093.4),(65 1930422.3),(66 1954578.4),(67 1948969.1),(68 1916888.6),(69 1861346.4),(70 1787642.6),(71 1704325.9),(72 1615845.4),(73 1525502.6),(74 1433524.1),(75 1336942.8),(76 1244669),(77 1156135.5),(78 1088819.9),(79 1026244.56),
(1 38497.355),(2 130233.77),(3 276978.22),(4 463189.53),(5 677085.2),(6 873677.7),(7 1096826.6),(8 1303284.6),(9 1495678.1),(10 1653610.3),(11 1766588.6),(12 1833469.5),(13 1842113),(14 1811880),(15 1742489.3),(16 1642182.1),(17 1524127.8),(18 1411698),(19 1292576.1),(20 1183932),(21 1092061.3),(22 1020249.25),(23 973351.56),(24 950119.3),(25 944064.8),(26 952491.4),(27 967192.56),(28 980475.44),(29 996224.56),(30 1008870.3),(31 1024772),(32 1042479.56),(33 1060101.5),(34 1088148.4),(35 1124646.8),(36 1157089.6),(37 1215997.6),(38 1285519.9),(39 1365050.5),(40 1449472.6),(41 1527250),(42 1591620.1),(43 1641539.4),(44 1665881.3),(45 1664626),(46 1629311),(47 1562124.1),(48 1487196.1),(49 1380547.9),(50 1268131.4),(51 1157604.6),(52 1063053.1),(53 990521.8),(54 957087),(55 960684.56),(56 999416.25),(57 1071787.3),(58 1173131.9),(59 1296866),(60 1415768.3),(61 1543148.4),(62 1660592.1),(63 1768411.8),(64 1853040.8),(65 1911503.1),(66 1936002.8),(67 1929511.4),(68 1899200.9),(69 1853239.5),(70 1784466.4),(71 1695452.6),(72 1612176.9),(73 1518500.1),(74 1421284.1),(75 1315262.1),(76 1214919.1),(77 1127399.8),(78 1053683.1),(79 992503.9),
(1 27195.77),(2 87738.3),(3 180599.08),(4 292178.13),(5 415128.47),(6 524047.38),(7 639031.94),(8 738332.06),(9 831388.94),(10 904099.94),(11 959339),(12 988708.3),(13 1004428.3),(14 1017373.1),(15 1027571.3),(16 1036756.25),(17 1047089.56),(18 1064226),(19 1083307.9),(20 1099559.3),(21 1113598.5),(22 1120491.8),(23 1114704.4),(24 1102216.3),(25 1071981.1),(26 1031533.75),(27 982579.1),(28 925071),(29 869046.2),(30 823467.75),(31 790979.94),(32 779625.7),(33 786622.9),(34 817888.44),(35 874144.7),(36 934264.9),(37 1018974.9),(38 1109648.6),(39 1196563.5),(40 1276090.5),(41 1335085.1),(42 1376355.3),(43 1389430.1),(44 1380472.1),(45 1353010.3),(46 1307589.4),(47 1250589.3),(48 1193746.9),(49 1132556.1),(50 1079724),(51 1034618.75),(52 1003026.9),(53 982026.9),(54 972774.75),(55 975345.7),(56 985378.25),(57 999436.9),(58 1016608.1),(59 1031554.9),(60 1045615.56),(61 1051802.5),(62 1054736.3),(63 1057004.8),(64 1056377.5),(65 1049378),(66 1043520.9),(67 1034390.75),(68 1025325.3),(69 1017482.3),(70 1007772.1),(71 1000081.1),(72 986427.56),(73 969145.56),(74 952555),(75 933046.9),(76 912274.6),(77 893033.25),(78 878481.56),(79 872792.25),
(1 35370.734),(2 114290.51),(3 233924.1),(4 373396.4),(5 519623.25),(6 641480.44),(7 753328.25),(8 839284.6),(9 907132.56),(10 947137.56),(11 967530.06),(12 969721),(13 961605.56),(14 957059.4),(15 959763.06),(16 971591.56),(17 988695.44),(18 1014506.25),(19 1042897.4),(20 1066318.8),(21 1085230.3),(22 1090883),(23 1077464),(24 1048663.5),(25 1003785.56),(26 955224.4),(27 896224),(28 843719.44),(29 800453),(30 783510.7),(31 781208.8),(32 793221.4),(33 823103.44),(34 866214.06),(35 918467.6),(36 962461.3),(37 1009159.25),(38 1047711.8),(39 1076985.1),(40 1095366.8),(41 1100985.6),(42 1088784.4),(43 1067974.4),(44 1040211.94),(45 1007524),(46 976252.2),(47 951378.7),(48 938943.8),(49 931639.4),(50 938212.56),(51 956719.06),(52 983494.25),(53 1012116.56),(54 1042370.25),(55 1074513.9),(56 1098542.8),(57 1115430),(58 1121270.1),(59 1113193.5),(60 1095001.9),(61 1058884.9),(62 1018398.44),(63 976520),(64 938189.4),(65 906440.2),(66 886982.9),(67 880914.9),(68 888041.4),(69 905672.8),(70 926458.44),(71 949969.7),(72 965756.2),(73 963816.94),(74 947460),(75 912524.44),(76 862710.8),(77 803709.4),(78 745885),(79 696647.56),
(1 32230.6),(2 105615.18),(3 216199.73),(4 348328.4),(5 491171.03),(6 611805.94),(7 730951.44),(8 828837),(9 904102.56),(10 950050.3),(11 965088.7),(12 963975.1),(13 938312.7),(14 910973.75),(15 885761.06),(16 869317.9),(17 864456.25),(18 870139.75),(19 896193.94),(20 931854.94),(21 972766.75),(22 1009417.06),(23 1032969.44),(24 1046083.6),(25 1040430.9),(26 1020252),(27 983602.1),(28 933545.94),(29 872502.06),(30 819810.3),(31 765451.4),(32 722398.06),(33 697236),(34 693118.5),(35 707165.44),(36 733950.25),(37 781243.94),(38 834172.44),(39 892477.9),(40 950981.7),(41 999656.2),(42 1032012.56),(43 1050125.5),(44 1052197.6),(45 1039055.6),(46 1010333.3),(47 972578.3),(48 934778.06),(49 891108.44),(50 851818.94),(51 820659.4),(52 805330.1),(53 803970.06),(54 811977.5),(55 839118.1),(56 873455.44),(57 913748.44),(58 952782.25),(59 984096.7),(60 1004605.7),(61 1011913.6),(62 1004941.25),(63 990267.75),(64 965349.75),(65 938161.94),(66 914888.25),(67 895878.9),(68 884093.9),(69 881698.56),(70 887218.3),(71 899516.2),(72 910421.1),(73 918510.75),(74 923427),(75 921910.4),(76 909696.06),(77 885133.44),(78 853016.44),(79 815468.44),
(1 40562.813),(2 135828.56),(3 280311.78),(4 458603.03),(5 651558.7),(6 801401.6),(7 939135.8),(8 1037193.44),(9 1094471.9),(10 1100066),(11 1061737.8),(12 1009028.6),(13 913962.5),(14 821911.2),(15 741704.7),(16 690762.44),(17 674528.8),(18 684549.6),(19 732623.5),(20 800649.25),(21 884838.94),(22 969817.7),(23 1044549.7),(24 1091987.8),(25 1115756.3),(26 1112560.4),(27 1084663.8),(28 1032731.8),(29 969930.25),(30 910630.5),(31 845881.06),(32 792564.9),(33 753122.9),(34 728906.56),(35 719597.94),(36 726671.6),(37 742317.75),(38 765022.4),(39 797366.3),(40 828201.1),(41 858117.94),(42 876131),(43 887120.7),(44 887047.4),(45 881286.25),(46 867300.9),(47 846234.25),(48 830666.94),(49 816038.1),(50 809013.25),(51 807783.6),(52 819691.4),(53 841756.6),(54 863064.06),(55 895320.7),(56 923515.75),(57 948652.44),(58 963660.4),(59 960302.4),(60 946414.4),(61 915114.75),(62 871009.75),(63 817317.7),(64 764565.3),(65 726549.2),(66 704841.94),(67 703268.75),(68 720953.06),(69 756937.94),(70 805257.6),(71 857335),(72 896988),(73 932639.44),(74 959143.94),(75 971217.06),(76 965305.75),(77 939593.75),(78 906982.75),(79 854939.4),
(1 44049.77),(2 141955.9),(3 290403.25),(4 463968.16),(5 642403.9),(6 788204.6),(7 906511.44),(8 983318.5),(9 1013744.56),(10 994570.5),(11 938060.75),(12 860712.2),(13 759464.4),(14 661905.5),(15 575193.06),(16 514493.38),(17 482366.38),(18 480891.06),(19 512442.72),(20 560504.7),(21 623993.6),(22 690937.06),(23 753577.25),(24 799040.2),(25 827193.06),(26 842882.7),(27 846015.06),(28 844654.7),(29 834782.1),(30 823605.5),(31 816225.5),(32 814665.1),(33 814974.3),(34 814171.44),(35 813767.6),(36 813061.3),(37 814459.06),(38 814318.1),(39 818162.4),(40 824941.9),(41 839669.3),(42 851920.94),(43 868847.44),(44 884960.2),(45 901802.4),(46 906508.75),(47 906653.3),(48 907996.2),(49 898779.6),(50 891461.3),(51 884514),(52 884632.94),(53 892131.44),(54 899840.7),(55 924820.94),(56 948138.9),(57 968888.56),(58 975483.9),(59 970327.9),(60 961804.2),(61 934824.2),(62 896660),(63 851097.3),(64 803892.1),(65 763928.56),(66 733380.8),(67 718664.2),(68 722956.75),(69 742964.2),(70 775772.56),(71 814889.3),(72 852702.75),(73 892429.8),(74 925933.06),(75 946976.2),(76 950814.5),(77 934653.1),(78 906497.9),(79 863051.44),
(1 33401.39),(2 105890.86),(3 213707.02),(4 332674.3),(5 453679.38),(6 549358.06),(7 626010.25),(8 673932.7),(9 693930.75),(10 683846.9),(11 657559.75),(12 620613.1),(13 583520.7),(14 551879.5),(15 531693.25),(16 524890.1),(17 530557.06),(18 543531.2),(19 564107.44),(20 583074.3),(21 601244.3),(22 614201.6),(23 622612.9),(24 629667.94),(25 631733.1),(26 635232.8),(27 643421.5),(28 652467.6),(29 656865.6),(30 660343),(31 663546.1),(32 665032.6),(33 664819.7),(34 663179.56),(35 664771.44),(36 664097.3),(37 666376.9),(38 667825.44),(39 670617.06),(40 677097.56),(41 685012.4),(42 693523.75),(43 695775.56),(44 697198.7),(45 697959.75),(46 695952.25),(47 691653.6),(48 684583.6),(49 681384.44),(50 682488.4),(51 685255.3),(52 694844.7),(53 706446.9),(54 717951.8),(55 732611),(56 740566.06),(57 744425.3),(58 740337.6),(59 734583.1),(60 729646.25),(61 719247.4),(62 708579.9),(63 694468),(64 679118.9),(65 667626.8),(66 657441.9),(67 653364.4),(68 654361.7),(69 658189.94),(70 666631.7),(71 676455),(72 686307.1),(73 694114.5),(74 702225.5),(75 705817.3),(76 707549.5),(77 706919.4),(78 703401.5),(79 697024.06),
(1 27585.295),(2 86071.2),(3 170608.08),(4 265154.75),(5 358946.3),(6 431734.66),(7 495575.7),(8 540774.06),(9 567377.56),(10 575769),(11 573758.44),(12 567269.75),(13 562995.5),(14 565152.94),(15 572445.75),(16 589959.7),(17 610661.25),(18 629092.25),(19 647297.5),(20 659437.9),(21 667826.5),(22 668661.3),(23 666408.94),(24 663769.56),(25 655467.8),(26 649481.56),(27 646091.94),(28 647851.75),(29 651039.94),(30 657021.94),(31 666977.94),(32 680063.4),(33 695848.5),(34 710565.75),(35 723824.2),(36 733555.4),(37 743158.56),(38 750546.4),(39 751684.25),(40 750795.44),(41 747331.7),(42 736251.44),(43 722436.7),(44 709136.56),(45 693791),(46 677810.7),(47 666313.44),(48 663497.2),(49 662405.2),(50 666613.3),(51 675676.25),(52 689684.7),(53 700152),(54 707732.25),(55 713256.25),(56 716499.1),(57 718853.75),(58 720512.6),(59 721455.06),(60 726125.9),(61 731164.4),(62 736625.6),(63 739938.7),(64 742570.5),(65 741888.9),(66 736724.9),(67 728311.8),(68 718063.7),(69 704878.44),(70 689669.2),(71 675736),(72 662567.44),(73 648390.7),(74 642250.2),(75 642064.5),(76 650523.44),(77 662694.56),(78 675005.2),(79 688312.2),
