1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35271.04),(2 120257.03),(3 237816.34),(4 409149.13),(5 636012.4),(6 867014.5),(7 1101125.8),(8 1325033.4),(9 1544434.8),(10 1748182.1),(11 1930811),(12 2083489.8),(13 2226529.5),(14 2324091.8),(15 2390341.3),(16 2450555.5),(17 2493453.5),(18 2540887.5),(19 2589903.5),(20 2640818.8),(21 2690319.8),(22 2757102.3),(23 2822053.8),(24 2887739.5),(25 2934678.3),(26 3003924.5),(27 3060329.8),(28 3114306.5),(29 3175369.8),(30 3222674.8),(31 3281691.5),(32 3332500.3),(33 3380035.3),(34 3407440),(35 3426311),(36 3442517.3),(37 3464788.3),(38 3490591.3),(39 3516103.8),(40 3545388.8),(41 3577042),(42 3604589.3),(43 3627161.8),(44 3643467.8),(45 3657656.3),(46 3672504.8),(47 3702985),(48 3729777),(49 3761062.3),(50 3784703.3),(51 3797950.3),(52 3800497.8),(53 3793115.8),(54 3785023.3),(55 3775798.5),(56 3779236.8),(57 3793936),(58 3810350),(59 3805336.3),(60 3794545.5),(61 3786139.8),(62 3774193.5),(63 3762727),(64 3736182.5),(65 3707615.3),(66 3670234.8),(67 3628659.5),(68 3585170.8),(69 3526479),(70 3482587.3),(71 3438633.8),(72 3398135.8),(73 3357180.8),(74 3317992.3),(75 3281100.5),(76 3250292.8),(77 3219289),(78 3195676.5),(79 3180514.8),
(1 34640.426),(2 116965.01),(3 228241.13),(4 384963.63),(5 580630.44),(6 777118.5),(7 972374.25),(8 1164778.4),(9 1347549.5),(10 1515397.6),(11 1659372),(12 1784966.6),(13 1884064.6),(14 1947361),(15 1992243.4),(16 2024748),(17 2050251),(18 2076429.6),(19 2110417.8),(20 2145367),(21 2180299.8),(22 2240273.8),(23 2289415),(24 2336783.3),(25 2384405.5),(26 2426265.3),(27 2459111),(28 2493648.3),(29 2532373.8),(30 2560540.8),(31 2590087.8),(32 2621192),(33 2653320.3),(34 2669338.8),(35 2682681.8),(36 2694213.8),(37 2710863),(38 2729433.3),(39 2754143.3),(40 2782220.8),(41 2817694.8),(42 2842901.8),(43 2859915.3),(44 2873446),(45 2885127),(46 2904862.8),(47 2938895.3),(48 2970706.3),(49 3002646.3),(50 3032948),(51 3067006.3),(52 3098865),(53 3125657),(54 3152206),(55 3172390.8),(56 3192686),(57 3221567),(58 3251488.3),(59 3260619.3),(60 3278019.3),(61 3294457.3),(62 3300621),(63 3303070),(64 3303269),(65 3304659.3),(66 3294871.3),(67 3278436.8),(68 3266767),(69 3253462),(70 3236051.3),(71 3208558.8),(72 3176607.8),(73 3138084.8),(74 3094264),(75 3043378.8),(76 2983197.3),(77 2935196.3),(78 2891403),(79 2861902),
(1 32863.99),(2 110429.5),(3 215639.8),(4 360614.4),(5 526849.94),(6 690026.25),(7 849422.56),(8 995546.25),(9 1133993.9),(10 1255165),(11 1356080.6),(12 1434559.3),(13 1491876.6),(14 1533137),(15 1567583.4),(16 1596769),(17 1625563),(18 1664279.6),(19 1715217),(20 1776505.6),(21 1845651.9),(22 1931509.8),(23 1995130.5),(24 2045160.4),(25 2077315.5),(26 2119043.3),(27 2163197.5),(28 2217055),(29 2266197),(30 2319512.5),(31 2363947.5),(32 2415067.8),(33 2465430.5),(34 2513527),(35 2564164.3),(36 2612075.3),(37 2658600.8),(38 2702148.5),(39 2737520.3),(40 2769634.3),(41 2804011),(42 2814138.5),(43 2802738),(44 2786829.8),(45 2763406.8),(46 2746689.3),(47 2715747.5),(48 2685808.3),(49 2660873),(50 2632655),(51 2605691.3),(52 2574627.8),(53 2545516.3),(54 2523432.8),(55 2509711),(56 2504366),(57 2511030.8),(58 2530019.8),(59 2552301.8),(60 2587839.8),(61 2630301),(62 2674091),(63 2721888.8),(64 2760376.3),(65 2799136),(66 2826295.8),(67 2853448.3),(68 2874652.3),(69 2891989),(70 2898329.5),(71 2901765),(72 2903164.8),(73 2895465),(74 2890642.3),(75 2884283.8),(76 2878936.3),(77 2873047.8),(78 2867117.5),(79 2857838.5),
(1 36460.5),(2 124163.51),(3 242308.3),(4 406257.25),(5 601467.44),(6 785609.6),(7 953678.06),(8 1107643.6),(9 1243764.6),(10 1352597.1),(11 1435885.5),(12 1494272.4),(13 1546161.6),(14 1581972.8),(15 1612649.9),(16 1638825.5),(17 1671138.8),(18 1706121.1),(19 1745191.3),(20 1787282.1),(21 1828438.9),(22 1862140),(23 1886778.4),(24 1901988),(25 1917034.3),(26 1929809),(27 1936570.8),(28 1936216.8),(29 1927499.3),(30 1920217),(31 1922617.1),(32 1928896),(33 1932832.5),(34 1933898.8),(35 1938185.9),(36 1943460.1),(37 1945489.1),(38 1944927.9),(39 1944273.8),(40 1944925.9),(41 1947120.6),(42 1945095.5),(43 1947201.1),(44 1957536.4),(45 1978896.6),(46 2010340.1),(47 2052543.6),(48 2092851.6),(49 2140191.5),(50 2191547.3),(51 2240844.8),(52 2287848.3),(53 2330163),(54 2365234.5),(55 2397171),(56 2423611),(57 2454239.8),(58 2478863),(59 2504870),(60 2525231.8),(61 2543813.8),(62 2555650),(63 2568618.8),(64 2571386),(65 2569296),(66 2559290.8),(67 2537588),(68 2503282),(69 2465140),(70 2428323),(71 2401651),(72 2385221),(73 2373401.5),(74 2375823.3),(75 2394397.8),(76 2411265.5),(77 2437169),(78 2468403.5),(79 2509954.3),
(1 37268.508),(2 124073.836),(3 235979.92),(4 381686.47),(5 547955.44),(6 710310.1),(7 852847.1),(8 987961.6),(9 1109635.4),(10 1216928.5),(11 1301009.5),(12 1365028.5),(13 1430073.8),(14 1483674.6),(15 1530913),(16 1574550.6),(17 1619002.1),(18 1657229.6),(19 1695730.6),(20 1730926.6),(21 1767948),(22 1809402.3),(23 1842616.1),(24 1889483.3),(25 1957196.3),(26 2017682.1),(27 2081338.6),(28 2145984),(29 2212624),(30 2278890.8),(31 2354162.8),(32 2411069.3),(33 2457766.3),(34 2486773.3),(35 2502170.8),(36 2511150.8),(37 2513065.5),(38 2511060.3),(39 2520723),(40 2529819.8),(41 2544691.8),(42 2548533.3),(43 2541895),(44 2532909.3),(45 2525788.3),(46 2521580.5),(47 2521163.8),(48 2522662),(49 2532207),(50 2543961.3),(51 2562781.3),(52 2580276.5),(53 2596285.8),(54 2611343),(55 2627690.8),(56 2639415.5),(57 2644966.5),(58 2644468.3),(59 2632600.5),(60 2609137),(61 2580169.5),(62 2546113.8),(63 2512531.3),(64 2476143.3),(65 2439446.3),(66 2403566.3),(67 2365512.5),(68 2327395.8),(69 2284998.3),(70 2253935.8),(71 2236047),(72 2225103.8),(73 2220620.3),(74 2225875),(75 2247177.8),(76 2279236),(77 2317005),(78 2351261),(79 2400336),
(1 35070.777),(2 118740.445),(3 233967.64),(4 384552.44),(5 549324.06),(6 707043.6),(7 843386.1),(8 963852.7),(9 1062734.4),(10 1138174.5),(11 1192974.6),(12 1230542.1),(13 1278017.6),(14 1313880.1),(15 1342748.6),(16 1374111.8),(17 1418468.8),(18 1468354.6),(19 1515330),(20 1559241.6),(21 1599479.9),(22 1631135.9),(23 1653761.6),(24 1677200.4),(25 1709398.6),(26 1732367.9),(27 1758214.6),(28 1785093.9),(29 1823316.5),(30 1863764.5),(31 1926745.8),(32 1967643.6),(33 2000771.1),(34 2025841.5),(35 2040369.3),(36 2051967.3),(37 2065295.4),(38 2081592),(39 2100347.3),(40 2122019.3),(41 2142010.5),(42 2152999.5),(43 2154074.3),(44 2155894.5),(45 2154197.8),(46 2149534.8),(47 2139732),(48 2136633.8),(49 2131041.3),(50 2127763.3),(51 2120598.3),(52 2105901.8),(53 2090656),(54 2077842.1),(55 2066128.8),(56 2051265.9),(57 2036556.8),(58 2016537.8),(59 1971225.1),(60 1920914),(61 1863558.1),(62 1808616.5),(63 1756145.1),(64 1716559.8),(65 1686370.1),(66 1668541.5),(67 1667493.1),(68 1678397.6),(69 1706156.8),(70 1726996.6),(71 1753586.9),(72 1778889.6),(73 1804070.1),(74 1834513.8),(75 1862209.4),(76 1887491.5),(77 1907908.5),(78 1922617.9),(79 1942608.8),
(1 30804.996),(2 101359.086),(3 195834.98),(4 323082.6),(5 456466.06),(6 580627.5),(7 691165.94),(8 787214.56),(9 871919.1),(10 943343.6),(11 1005456.94),(12 1057334.8),(13 1117363.5),(14 1169349.9),(15 1213351.1),(16 1257868.1),(17 1307883.1),(18 1360100.4),(19 1411048.1),(20 1460248.5),(21 1507573.1),(22 1547097),(23 1571476.3),(24 1586554.4),(25 1600065.1),(26 1615855.8),(27 1636531.4),(28 1664975.5),(29 1701469.4),(30 1735884.1),(31 1770445),(32 1797246.3),(33 1812466.5),(34 1816764.3),(35 1819025.8),(36 1822067.4),(37 1823100.9),(38 1814471.8),(39 1800591.6),(40 1784447.8),(41 1761807.6),(42 1741164.1),(43 1722753.6),(44 1711872.3),(45 1705411.9),(46 1702990.3),(47 1696620.9),(48 1694443.5),(49 1687392.3),(50 1677984.8),(51 1671595.6),(52 1667410.6),(53 1669476.8),(54 1681123.8),(55 1694177.6),(56 1712207.8),(57 1725724.1),(58 1734890.1),(59 1734519.8),(60 1733478.3),(61 1727407.5),(62 1723885),(63 1721798.5),(64 1722426.8),(65 1723369),(66 1724410.3),(67 1724570.1),(68 1714619.5),(69 1695716.4),(70 1680705.9),(71 1669892.9),(72 1659691.6),(73 1655359),(74 1659273.3),(75 1662469.6),(76 1672913.3),(77 1682089.3),(78 1691402.5),(79 1706096.9),
(1 25190.242),(2 82245.57),(3 155384.58),(4 249783.9),(5 360084.2),(6 465566.66),(7 559385.3),(8 645512.5),(9 721612.4),(10 787636.56),(11 842758.1),(12 891734.06),(13 944363.5),(14 994945.1),(15 1040769.3),(16 1082250.6),(17 1126689.6),(18 1164586.9),(19 1195842.4),(20 1221980.6),(21 1254649.3),(22 1293414.6),(23 1320558.5),(24 1348395.6),(25 1394552.4),(26 1434492),(27 1467785.5),(28 1497886),(29 1520783.5),(30 1531873.4),(31 1534777.9),(32 1540167.3),(33 1541640.5),(34 1543639.3),(35 1553118.3),(36 1568080.3),(37 1586270.8),(38 1603469.6),(39 1625546.9),(40 1652698),(41 1682463.5),(42 1711588),(43 1731462),(44 1749087.1),(45 1758706.6),(46 1756910.1),(47 1742345.3),(48 1721053.8),(49 1683139.4),(50 1643661.6),(51 1605961.4),(52 1567784.3),(53 1531228.9),(54 1501271.6),(55 1476007.5),(56 1455554.9),(57 1430109.4),(58 1405812),(59 1378722),(60 1357326.1),(61 1335919.8),(62 1315354.1),(63 1299263.5),(64 1288832.1),(65 1279684.3),(66 1274777),(67 1271477.9),(68 1275563.4),(69 1279167.3),(70 1286870.5),(71 1293126.1),(72 1303575.3),(73 1310939.9),(74 1320099.3),(75 1330288.8),(76 1336581.1),(77 1347801.8),(78 1365335.3),(79 1389144.3),
(1 29795.611),(2 99747.016),(3 191942.16),(4 315325.63),(5 445154.56),(6 554889.4),(7 640422.4),(8 705307.1),(9 745688.6),(10 758888.4),(11 755350.75),(12 745093.6),(13 742039),(14 748007.8),(15 764841),(16 788956),(17 823554.06),(18 865467.75),(19 911086.4),(20 959188.5),(21 1004997.5),(22 1045324.44),(23 1078983.3),(24 1106213.8),(25 1140023.8),(26 1155906.6),(27 1167824.8),(28 1176951),(29 1183979.8),(30 1187720.6),(31 1191618.8),(32 1203151.5),(33 1216507.8),(34 1232974.4),(35 1250245),(36 1267188),(37 1277517.3),(38 1287001.8),(39 1294461.1),(40 1304511.3),(41 1308024),(42 1317755),(43 1331613.5),(44 1347242.6),(45 1364427.5),(46 1373522.3),(47 1362250.3),(48 1350743.9),(49 1334885.5),(50 1324930.5),(51 1311329.4),(52 1299144.1),(53 1285603.9),(54 1277677.3),(55 1272487.8),(56 1271079),(57 1266815.3),(58 1262819),(59 1253988.6),(60 1241036.1),(61 1225136),(62 1210770),(63 1201565),(64 1194070.5),(65 1195795.5),(66 1200737.8),(67 1213684.3),(68 1239814.1),(69 1279186.8),(70 1304640.5),(71 1323648.5),(72 1337792.8),(73 1345124.8),(74 1347835.5),(75 1345275.1),(76 1334223.5),(77 1324709.5),(78 1310632),(79 1298422.5),
(1 32822.938),(2 107858.63),(3 202744.97),(4 327067.4),(5 449827.66),(6 556920.6),(7 641003.1),(8 706571.6),(9 758185.3),(10 792209.6),(11 820547.44),(12 845620.3),(13 869950.94),(14 885304.3),(15 899667),(16 917917),(17 943101),(18 969412.2),(19 994990.5),(20 1023410.25),(21 1058532.8),(22 1104454.5),(23 1151629),(24 1203730.8),(25 1256494.5),(26 1297008.5),(27 1329719.6),(28 1360275.6),(29 1390332.4),(30 1417059.5),(31 1442248.9),(32 1460741.6),(33 1470218.6),(34 1474113.1),(35 1473360),(36 1474944.9),(37 1477055.8),(38 1483487.1),(39 1492565.8),(40 1497900),(41 1498796.8),(42 1496765.4),(43 1496259.5),(44 1487978.6),(45 1472350),(46 1451534.4),(47 1415372.8),(48 1383945.3),(49 1345755.3),(50 1313162.4),(51 1278395),(52 1252630.5),(53 1237054.6),(54 1232673.6),(55 1237077.4),(56 1247839.3),(57 1257768.3),(58 1262624.6),(59 1251979.6),(60 1238553.3),(61 1224935.5),(62 1215417.3),(63 1210369.1),(64 1206055.1),(65 1206997.5),(66 1209937.1),(67 1212321.3),(68 1218039.1),(69 1255878),(70 1274394.6),(71 1293108.1),(72 1303938),(73 1313971.9),(74 1321432.1),(75 1329123.9),(76 1335500.6),(77 1344787.6),(78 1351988),(79 1359739.5),
(1 30591.814),(2 97415.055),(3 176812.08),(4 276331.38),(5 373530.34),(6 457826.2),(7 522389.66),(8 572735.94),(9 611864.25),(10 639077.6),(11 666264.3),(12 697220.44),(13 734190.06),(14 770497.5),(15 808290.7),(16 848760.6),(17 891071.75),(18 933035.7),(19 978311),(20 1024289.8),(21 1071875.9),(22 1119548.1),(23 1164135.8),(24 1211006),(25 1254563.8),(26 1282777),(27 1302577.6),(28 1314820.1),(29 1318480.3),(30 1322374),(31 1338376.3),(32 1358337.9),(33 1374170.8),(34 1381197.5),(35 1383360.4),(36 1382120.6),(37 1376745.9),(38 1366237.3),(39 1354904.6),(40 1341423.3),(41 1327918.6),(42 1312739.3),(43 1296497.1),(44 1275958.3),(45 1255391.5),(46 1240563.8),(47 1225646.6),(48 1217334),(49 1200605.3),(50 1192825.4),(51 1188821.3),(52 1187683.9),(53 1189283.3),(54 1195250.8),(55 1207376.5),(56 1221311.5),(57 1233231.1),(58 1243520),(59 1253124.6),(60 1253841.4),(61 1246079.6),(62 1237491.4),(63 1229036.6),(64 1220487.5),(65 1213230.6),(66 1211751.3),(67 1209236.5),(68 1207953.9),(69 1214461.9),(70 1218366.9),(71 1223041.8),(72 1222454.5),(73 1221207.1),(74 1222873.1),(75 1230534.4),(76 1247227.6),(77 1267808.6),(78 1295383.6),(79 1325718.9),
(1 38059.7),(2 125483.82),(3 234033.22),(4 367722.13),(5 501471.63),(6 607474.6),(7 687057.1),(8 747020.25),(9 787927.56),(10 810760),(11 828101.8),(12 846567.75),(13 868906.75),(14 894750.25),(15 915796.4),(16 929663.25),(17 938367.7),(18 940029),(19 945064.7),(20 949865.9),(21 959843.75),(22 980025.7),(23 1013532.25),(24 1056360.5),(25 1098410.4),(26 1138312.3),(27 1167077),(28 1190600.6),(29 1209134),(30 1224860),(31 1231471.8),(32 1240515.4),(33 1246805.4),(34 1245054.5),(35 1245935.9),(36 1250302.3),(37 1256526.6),(38 1262038.9),(39 1274018.4),(40 1285193.6),(41 1292090.1),(42 1297865.4),(43 1304460.3),(44 1309248.4),(45 1313825.4),(46 1323031.4),(47 1338628.9),(48 1351849.6),(49 1355822.1),(50 1365079.5),(51 1372791.4),(52 1384524.5),(53 1392567.9),(54 1401206.5),(55 1411364.1),(56 1428311.1),(57 1449347.6),(58 1473933.1),(59 1508767.6),(60 1529230.1),(61 1542257.5),(62 1545733.8),(63 1546938.5),(64 1540716.8),(65 1530145.4),(66 1521745.6),(67 1510824.3),(68 1494717.9),(69 1466229.5),(70 1450216.4),(71 1431967),(72 1412934.4),(73 1396389.5),(74 1378450.4),(75 1367554.6),(76 1371149.5),(77 1383038),(78 1404429),(79 1433932),
(1 36724.03),(2 122297.28),(3 231398.28),(4 366491.25),(5 507517.03),(6 617823.4),(7 699609.3),(8 754957.8),(9 787489.56),(10 804090.9),(11 813506.06),(12 825295.44),(13 849721.75),(14 870404.25),(15 890368.44),(16 911190.25),(17 929472.94),(18 940103.4),(19 947089.56),(20 952199),(21 962670.9),(22 982401.3),(23 1011775.06),(24 1053030.8),(25 1115675.3),(26 1174831.8),(27 1232413.6),(28 1277320.3),(29 1312861),(30 1338183.5),(31 1353141.4),(32 1364454.3),(33 1364822.4),(34 1359796.6),(35 1349507.8),(36 1329503.9),(37 1297912.4),(38 1266237.3),(39 1242375.9),(40 1221671.6),(41 1204395.9),(42 1194736.3),(43 1191409.5),(44 1190940.3),(45 1190015.6),(46 1186132.8),(47 1177624.9),(48 1175083.9),(49 1176919.5),(50 1184557),(51 1200997.3),(52 1222096.4),(53 1239789.6),(54 1257401.1),(55 1275774.3),(56 1290091.4),(57 1303156.1),(58 1316835.3),(59 1330054.3),(60 1344977.9),(61 1355383.8),(62 1362878.8),(63 1362540),(64 1360667.5),(65 1354188.9),(66 1349896.9),(67 1348795.3),(68 1350295.3),(69 1341275.5),(70 1333706.5),(71 1323349),(72 1314543.9),(73 1306010.4),(74 1300842.3),(75 1298320.1),(76 1291568.3),(77 1284609.6),(78 1278908.8),(79 1275532.9),
(1 31752.756),(2 104062.51),(3 194353.67),(4 308887.66),(5 425840.56),(6 517640.34),(7 589111.75),(8 648719.44),(9 697028.44),(10 733824.2),(11 767065.6),(12 797371.6),(13 837325.6),(14 871777.5),(15 901854.06),(16 926474.5),(17 947270.4),(18 964156.56),(19 974871.1),(20 985016.56),(21 999660.44),(22 1020681.5),(23 1042837.25),(24 1072333.8),(25 1112879.9),(26 1141819.5),(27 1165404.6),(28 1186685.1),(29 1205711.8),(30 1222701.1),(31 1243654.6),(32 1259615.5),(33 1270130),(34 1272586.3),(35 1273056.1),(36 1272152.3),(37 1264368.1),(38 1247982.1),(39 1232937.3),(40 1219505.8),(41 1210669.1),(42 1198280.8),(43 1190698.5),(44 1191574.5),(45 1203483),(46 1215379.1),(47 1237107.4),(48 1251303.4),(49 1265136.5),(50 1280841.6),(51 1290814.9),(52 1297100.5),(53 1301534.3),(54 1302086.3),(55 1301437),(56 1299169.4),(57 1300202.9),(58 1300343.5),(59 1297787.5),(60 1292566.4),(61 1283437),(62 1274195.5),(63 1265566.9),(64 1263066),(65 1265709),(66 1274177.1),(67 1288728.4),(68 1304759),(69 1319949),(70 1334808.9),(71 1348078.6),(72 1365646),(73 1382624.8),(74 1396614.9),(75 1405865.9),(76 1402157.8),(77 1396701.1),(78 1384445.9),(79 1367874.3),
(1 36904.6),(2 121461.26),(3 222246.67),(4 348396.56),(5 466169.56),(6 550063.1),(7 604256.94),(8 641177.75),(9 666869.3),(10 688171.44),(11 710788.06),(12 735620.75),(13 762976.4),(14 782387.56),(15 795653.44),(16 805099.8),(17 814556.7),(18 822623.4),(19 837385.6),(20 859911.8),(21 894548.4),(22 933099.3),(23 960772.25),(24 983814.4),(25 1004509.44),(26 1015153.6),(27 1024182.56),(28 1030666.3),(29 1038957.1),(30 1046676.25),(31 1057478.5),(32 1064107.5),(33 1063703.9),(34 1058692.3),(35 1054985.1),(36 1053346.3),(37 1052229.9),(38 1050692.8),(39 1046703.8),(40 1036804.06),(41 1024866.5),(42 1018976.56),(43 1019084.4),(44 1025833),(45 1039242.9),(46 1051933.4),(47 1071054.9),(48 1080516.5),(49 1094976.1),(50 1104838.3),(51 1112599.6),(52 1118655.6),(53 1118764.5),(54 1117231.9),(55 1109853),(56 1099412.3),(57 1094228.8),(58 1093498.4),(59 1099512.8),(60 1110122),(61 1126217.6),(62 1139118.9),(63 1151915.9),(64 1167100.5),(65 1182175.3),(66 1195105.1),(67 1209510.1),(68 1219628.8),(69 1229879.5),(70 1243381.1),(71 1252527.9),(72 1259376.1),(73 1267149.8),(74 1268615.3),(75 1266645.8),(76 1259419.5),(77 1253833.8),(78 1245195.4),(79 1235877),
(1 36951.355),(2 122737.234),(3 231224.72),(4 371089.56),(5 505806.47),(6 599140.1),(7 660373.25),(8 696626.94),(9 715218.3),(10 725125.1),(11 742497.44),(12 762947.1),(13 785609),(14 801158.56),(15 815443.6),(16 828705.6),(17 844653.8),(18 862705.3),(19 894735.44),(20 933359.06),(21 979324),(22 1032702.94),(23 1068818.6),(24 1090825.9),(25 1096120.6),(26 1092346.3),(27 1089215.3),(28 1081486.5),(29 1078045),(30 1080312),(31 1082249),(32 1078237),(33 1066907.8),(34 1058243.6),(35 1052462.5),(36 1042218.3),(37 1031166.1),(38 1024052.4),(39 1022538.4),(40 1020192.94),(41 1021254.56),(42 1031219.06),(43 1049308.5),(44 1071888.6),(45 1091788.1),(46 1108793.3),(47 1132327.5),(48 1150488.6),(49 1171618.5),(50 1184909.9),(51 1195046.4),(52 1203396.4),(53 1205519.3),(54 1207679.8),(55 1206225),(56 1202471.4),(57 1195812.9),(58 1190975.4),(59 1179188.5),(60 1168463.8),(61 1155210.5),(62 1138802.5),(63 1119847.8),(64 1103259.8),(65 1090992.8),(66 1083707),(67 1082625.8),(68 1088681.4),(69 1113958.9),(70 1130432.5),(71 1139828.6),(72 1144258.8),(73 1148927),(74 1148970.8),(75 1150213),(76 1154695.3),(77 1159423.9),(78 1167074.9),(79 1175639.6),
(1 37584.996),(2 122696.914),(3 225345.8),(4 348023.25),(5 462104.75),(6 541019.44),(7 588015.94),(8 612964.4),(9 622717.94),(10 622224.6),(11 622272.1),(12 628415.6),(13 641387.1),(14 655858.4),(15 677402.1),(16 701057.6),(17 730520.9),(18 764324.6),(19 797022.75),(20 823474.1),(21 846387.4),(22 864051.4),(23 871852.44),(24 864821.9),(25 866687.6),(26 870119.2),(27 870835.75),(28 865826.56),(29 863477),(30 868567.8),(31 876857.6),(32 891408.2),(33 903758.94),(34 915319.2),(35 921332.06),(36 922227.44),(37 918980.9),(38 916318.75),(39 915630.1),(40 918525.1),(41 926959.6),(42 939162.3),(43 953491.3),(44 966785.6),(45 979703.1),(46 987380.2),(47 993822.4),(48 994925.25),(49 982581),(50 971029.9),(51 959649.75),(52 949124.4),(53 943394.56),(54 944024.56),(55 949167.1),(56 956072.44),(57 962902.4),(58 973021.94),(59 987557.9),(60 998078.06),(61 1004366.1),(62 1005516.4),(63 1002524.25),(64 998316.44),(65 990866.06),(66 983523.4),(67 978649.44),(68 977499.75),(69 975167),(70 972159.44),(71 968896.9),(72 970006.7),(73 969871.8),(74 970506.4),(75 974039.2),(76 981113.1),(77 981749),(78 980086.3),(79 974107.1),
