1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10426.927),(2 31551.23),(3 67447.664),(4 105956.94),(5 153057.88),(6 204114.94),(7 261336.66),(8 322727.5),(9 388959.22),(10 458458.6),(11 532014.5),(12 609884.25),(13 688245.6),(14 767526.25),(15 846942.94),(16 924607.5),(17 1000995.06),(18 1079054.9),(19 1153128.8),(20 1225886.8),(21 1295725.6),(22 1363778.3),(23 1431320.8),(24 1490823.6),(25 1552243.9),(26 1616694.4),(27 1679913),(28 1750134.6),(29 1814778.1),(30 1879757.9),(31 1941540),(32 2006596.1),(33 2067659.5),(34 2128357.8),(35 2182866),(36 2235750.3),(37 2282563.8),(38 2328801.5),(39 2373994.5),(40 2416164.3),(41 2452205.3),(42 2483797.8),(43 2513799.8),(44 2543503.5),(45 2578059),(46 2620718),(47 2664352.3),(48 2709454.5),(49 2756497.5),(50 2803000.5),(51 2849826),(52 2895134),(53 2938739.3),(54 2972906),(55 3001996.3),(56 3027784.3),(57 3052107.8),(58 3073424.8),(59 3094363.3),(60 3119906.8),(61 3152316.3),(62 3186655.3),(63 3228648.3),(64 3273545),(65 3323191),(66 3381688.3),(67 3438478),(68 3502251.8),(69 3574887),(70 3653209.5),(71 3737272),(72 3825417),(73 3913992.3),(74 3990356.3),(75 4065152),(76 4133332.3),(77 4208057.5),(78 4272199),(79 4343466.5),
(1 11310.888),(2 37315.69),(3 80291.52),(4 128938.44),(5 187405.92),(6 253436.92),(7 328538.63),(8 408103.16),(9 493620.28),(10 580930.7),(11 670013.2),(12 760873.2),(13 854702.2),(14 948005.06),(15 1040448.5),(16 1135728.4),(17 1229231.1),(18 1322796.4),(19 1412408.6),(20 1499013),(21 1584091),(22 1660688.1),(23 1734299),(24 1798606),(25 1860059.6),(26 1922574),(27 1978585.5),(28 2030086.5),(29 2075008.4),(30 2117893.8),(31 2157141.8),(32 2196731),(33 2232041),(34 2265393.3),(35 2292910.3),(36 2316379.3),(37 2337944),(38 2353988),(39 2371424.8),(40 2386149),(41 2393239.3),(42 2405377),(43 2415449.3),(44 2423853.8),(45 2441190.8),(46 2457872.3),(47 2479539.3),(48 2503032),(49 2524760.8),(50 2550228.8),(51 2574430),(52 2595763.8),(53 2626437.3),(54 2649223.8),(55 2672848),(56 2693110.3),(57 2718042.8),(58 2741510.3),(59 2763368),(60 2787485),(61 2815553),(62 2845083.8),(63 2874424),(64 2903202.3),(65 2927461.8),(66 2950986),(67 2976754.8),(68 2996964.3),(69 3018104.8),(70 3052285.8),(71 3081065.3),(72 3114545.3),(73 3148930.8),(74 3181465.3),(75 3217513.3),(76 3259307.3),(77 3301014.8),(78 3347822),(79 3385587),
(1 9500.417),(2 28714.672),(3 60511.03),(4 95604.08),(5 135780.53),(6 179598.13),(7 226667.52),(8 275510.7),(9 323634.97),(10 372674.6),(11 419555.84),(12 465772.63),(13 514207.75),(14 562549.8),(15 613172.2),(16 666081.7),(17 719212.5),(18 773571.4),(19 829587.4),(20 888076.56),(21 946878.6),(22 1005639.7),(23 1063941.5),(24 1121740.1),(25 1178849.8),(26 1238077.5),(27 1297446.4),(28 1367406.1),(29 1430229.6),(30 1490354.9),(31 1553631.6),(32 1617502.1),(33 1680791.5),(34 1746957.6),(35 1811903.9),(36 1873534.1),(37 1939540.6),(38 1998093),(39 2053881.6),(40 2108836.3),(41 2157041),(42 2211049.5),(43 2268328.8),(44 2317037.5),(45 2370265),(46 2427193),(47 2485683.3),(48 2547092.3),(49 2605492.3),(50 2661839),(51 2715356.3),(52 2775031),(53 2849011.8),(54 2909463.8),(55 2973340.3),(56 3046467.5),(57 3121037.5),(58 3189208.3),(59 3257463),(60 3317098),(61 3371299.3),(62 3427841),(63 3478715.5),(64 3532336),(65 3578139),(66 3634525.5),(67 3686097.3),(68 3738578),(69 3787679.8),(70 3828891.5),(71 3873012.3),(72 3908665.5),(73 3943269.8),(74 3965487.3),(75 3989142.5),(76 4002133),(77 4017662),(78 4036995.8),(79 4048052.5),
(1 10274.65),(2 31192.473),(3 67339.59),(4 107892.53),(5 154503.34),(6 205230.38),(7 259876.19),(8 317085.47),(9 374584.03),(10 436200.88),(11 498399.9),(12 562386.75),(13 631470.4),(14 701059.2),(15 773010.94),(16 845493.25),(17 919255.1),(18 988013.06),(19 1059253),(20 1131364.4),(21 1204170.1),(22 1270145.3),(23 1336471.1),(24 1404069.1),(25 1472409.1),(26 1543693.1),(27 1619904),(28 1703954.9),(29 1782728.5),(30 1858613),(31 1927748.8),(32 1989410.4),(33 2041375.6),(34 2084357.6),(35 2118034.5),(36 2146131.5),(37 2170688.3),(38 2186588.8),(39 2203674.5),(40 2221158.3),(41 2230422.5),(42 2238627.3),(43 2248876.8),(44 2254120.8),(45 2257632.3),(46 2259966),(47 2262519),(48 2262924.8),(49 2266948.3),(50 2274674.8),(51 2276757.5),(52 2289312),(53 2305829.3),(54 2316265.5),(55 2331195.5),(56 2356606.5),(57 2378957.5),(58 2395775.8),(59 2413064.3),(60 2424358),(61 2428927.3),(62 2427885.3),(63 2431137.5),(64 2429952),(65 2427668.8),(66 2428704.8),(67 2431334),(68 2435402),(69 2446035.3),(70 2453364.5),(71 2463951.8),(72 2470374.3),(73 2484051.3),(74 2489246),(75 2503762),(76 2516677.5),(77 2526306.8),(78 2540625.3),(79 2547896.3),
(1 10081.106),(2 30095.967),(3 64269.508),(4 101304.59),(5 143745.88),(6 189324.42),(7 237097.7),(8 287749.47),(9 341121.25),(10 396115.03),(11 452272.75),(12 511094.38),(13 575787.7),(14 636340.25),(15 698514.4),(16 758512.75),(17 821620.44),(18 877091.5),(19 929479.3),(20 982271.7),(21 1033537.9),(22 1077305.9),(23 1123209),(24 1163701.9),(25 1204500),(26 1244493.6),(27 1286404.1),(28 1327155),(29 1368104),(30 1401539.5),(31 1434479.4),(32 1463525.9),(33 1488613),(34 1506620.1),(35 1524413.6),(36 1537767.8),(37 1544553.1),(38 1549346.1),(39 1555519.4),(40 1562505.6),(41 1568427.3),(42 1577049.5),(43 1587244.6),(44 1591276),(45 1598406.9),(46 1603439.3),(47 1609918.9),(48 1618972.5),(49 1629776),(50 1641037.8),(51 1651197.6),(52 1662715.5),(53 1677408.1),(54 1688714.1),(55 1696904),(56 1706351.4),(57 1720196.5),(58 1734764),(59 1755382.9),(60 1779195),(61 1797276.1),(62 1817281.8),(63 1841271),(64 1866601.5),(65 1892735),(66 1924702.5),(67 1961109.6),(68 1992784.6),(69 2023226.1),(70 2056592),(71 2093202.1),(72 2128293),(73 2166362.5),(74 2201718.8),(75 2244409.5),(76 2281942.8),(77 2320066.3),(78 2361815.8),(79 2401683.3),
(1 9624.329),(2 27674.15),(3 59435.395),(4 93656.99),(5 132459.06),(6 173390.89),(7 217359.1),(8 262426.63),(9 309814.6),(10 357001.47),(11 403350.4),(12 453990.44),(13 507910.13),(14 561750.1),(15 617689.06),(16 673284.75),(17 729677.75),(18 781704.56),(19 831852),(20 881592.8),(21 929195.2),(22 971475.44),(23 1015148.56),(24 1050980.8),(25 1087112.9),(26 1126332.4),(27 1168356.9),(28 1212656.3),(29 1256417.4),(30 1299569.5),(31 1339950),(32 1378069.1),(33 1413018.8),(34 1445406.1),(35 1474787.5),(36 1504556.5),(37 1537303.1),(38 1567960.5),(39 1599660.6),(40 1624612.6),(41 1649374.5),(42 1674697.1),(43 1703911.5),(44 1728916.5),(45 1748831.5),(46 1768852.6),(47 1786677.4),(48 1803989.9),(49 1813459.6),(50 1826017.6),(51 1829553.6),(52 1839195.5),(53 1843603.3),(54 1858893.9),(55 1872232.6),(56 1887457.3),(57 1901279.6),(58 1912322.6),(59 1925694.8),(60 1943442.3),(61 1959509.4),(62 1983367.4),(63 2005512.9),(64 2032125.8),(65 2057807.9),(66 2081710.5),(67 2114127.5),(68 2140772),(69 2167939.8),(70 2192606.3),(71 2214586.5),(72 2232062.8),(73 2240728.8),(74 2247715),(75 2252795.5),(76 2248709.5),(77 2237836),(78 2220647.3),(79 2206425),
(1 10131.033),(2 31530.512),(3 66305.9),(4 105990.85),(5 151411.55),(6 198806.89),(7 251462.84),(8 304058.13),(9 357584.75),(10 411457.97),(11 466321.44),(12 523592.1),(13 582664.4),(14 642232.5),(15 701297.3),(16 758112.3),(17 813075.94),(18 864545.7),(19 911630.3),(20 957197.44),(21 1001530.7),(22 1044860.4),(23 1087939.4),(24 1125121),(25 1162309),(26 1195078.5),(27 1229791.8),(28 1268436.9),(29 1303999.4),(30 1343515.4),(31 1379949.9),(32 1420414.1),(33 1461965.1),(34 1505565.4),(35 1550531.6),(36 1595604.3),(37 1642424.6),(38 1692186.9),(39 1745330.1),(40 1795493.4),(41 1844059.1),(42 1892894.9),(43 1941081.8),(44 1984807),(45 2028443.6),(46 2069253.1),(47 2109720.5),(48 2149906.8),(49 2183237.5),(50 2215794.5),(51 2240399),(52 2255450.3),(53 2264204.3),(54 2266939),(55 2263850.8),(56 2260569.5),(57 2252623.8),(58 2236402.5),(59 2218642.5),(60 2196864),(61 2176036.3),(62 2157663.3),(63 2140502.5),(64 2128895.5),(65 2119144.3),(66 2111795.8),(67 2108596.8),(68 2108157.5),(69 2108518.3),(70 2112283.8),(71 2117648.5),(72 2120781.5),(73 2117631.5),(74 2113121.3),(75 2110819.8),(76 2100541.8),(77 2087595.1),(78 2071599),(79 2061126.9),
(1 8936.72),(2 27894.533),(3 58664.055),(4 92508.44),(5 130627.06),(6 172413.3),(7 218041.33),(8 266196.16),(9 314603.3),(10 364627.06),(11 416433.6),(12 469307.22),(13 521079.22),(14 576720.3),(15 629574.1),(16 684796.75),(17 737754.56),(18 790826.3),(19 843913),(20 890804.6),(21 939425.2),(22 987780.3),(23 1035494.2),(24 1073732),(25 1111666.6),(26 1150549.8),(27 1184248.3),(28 1221367.1),(29 1252124.1),(30 1281545.8),(31 1310790.5),(32 1341118.4),(33 1369971.1),(34 1398565.9),(35 1423382.3),(36 1447996.4),(37 1469022.5),(38 1483145.5),(39 1496043.1),(40 1500070.3),(41 1498901.6),(42 1495991.6),(43 1486969.4),(44 1475370.1),(45 1461503.3),(46 1450101.9),(47 1440293.1),(48 1434130.9),(49 1431971.5),(50 1428399.1),(51 1427624.8),(52 1430100),(53 1436290.1),(54 1438229.4),(55 1438583.3),(56 1434091.5),(57 1431240.8),(58 1428691),(59 1425051.5),(60 1428852.9),(61 1433762.4),(62 1442197.6),(63 1452689.3),(64 1469954.8),(65 1488089.3),(66 1515040.8),(67 1546731.4),(68 1575384.5),(69 1611228.9),(70 1640982.5),(71 1675811.1),(72 1710332.3),(73 1741215),(74 1766324.8),(75 1788553.6),(76 1811196.5),(77 1832513),(78 1845281.4),(79 1863207.1),
(1 8924.781),(2 28121.438),(3 59830.758),(4 94882.266),(5 134368.61),(6 177406.48),(7 224761.16),(8 274122.2),(9 323923.25),(10 375069.3),(11 428274.53),(12 480051.28),(13 530918.1),(14 579951.25),(15 626683.2),(16 671789.44),(17 712741.5),(18 751805.06),(19 787734.6),(20 823066.75),(21 858537.6),(22 894697.1),(23 929662.5),(24 959325.6),(25 993382.94),(26 1028651.3),(27 1068670.8),(28 1106054.3),(29 1139876.3),(30 1175075.4),(31 1209796.9),(32 1238232.8),(33 1266826.5),(34 1296354.4),(35 1324450.8),(36 1353577.6),(37 1382554.1),(38 1410457.8),(39 1436998.9),(40 1460901.5),(41 1481421.5),(42 1499359.5),(43 1515724.9),(44 1531991.6),(45 1544996.6),(46 1563275.8),(47 1575317.8),(48 1589149.4),(49 1606909.3),(50 1624034.1),(51 1634003.6),(52 1648436.4),(53 1667983.5),(54 1685166.5),(55 1706161),(56 1724050.8),(57 1746806.8),(58 1773600.9),(59 1792583.3),(60 1811579.3),(61 1831673.5),(62 1851985.5),(63 1878591.9),(64 1903242.9),(65 1920133.5),(66 1943012),(67 1966741),(68 1987214.5),(69 2011426.8),(70 2034387.3),(71 2058235),(72 2079923.8),(73 2107370),(74 2128099.3),(75 2148765),(76 2163992.8),(77 2175401.5),(78 2184150.8),(79 2189964),
(1 9219.841),(2 28320.531),(3 60133.26),(4 94467.22),(5 133489.44),(6 174933.25),(7 219744.16),(8 267172.28),(9 314547.78),(10 363187.2),(11 412947.84),(12 464077.47),(13 518841.78),(14 572571.94),(15 628262.8),(16 681635.44),(17 735960.2),(18 788285.06),(19 840646.5),(20 895222.06),(21 949655),(22 1006931.44),(23 1063289.6),(24 1117042.3),(25 1172143.1),(26 1218797.9),(27 1263399.1),(28 1303886.5),(29 1344922.3),(30 1387430.3),(31 1437097.8),(32 1484795.3),(33 1534451),(34 1578643.6),(35 1623812.8),(36 1669127.4),(37 1711605.9),(38 1751887.5),(39 1787823.3),(40 1823259.9),(41 1853077.9),(42 1879830.9),(43 1896772.4),(44 1911003),(45 1918559.1),(46 1925405),(47 1932777.1),(48 1937920.6),(49 1942625.8),(50 1938663.8),(51 1929470.8),(52 1911598.3),(53 1883844.8),(54 1856018.4),(55 1828939.6),(56 1797046.1),(57 1769176.3),(58 1742337.3),(59 1713204.3),(60 1686413.5),(61 1662704.6),(62 1639181.3),(63 1616863.1),(64 1598672.1),(65 1582466.4),(66 1569628.4),(67 1565139.6),(68 1561641.5),(69 1560272.3),(70 1561801.3),(71 1567682),(72 1578375.6),(73 1597827.5),(74 1618970),(75 1643313.6),(76 1662482.8),(77 1682129.5),(78 1706748.1),(79 1730994.5),
(1 10100.545),(2 31104.15),(3 65604.48),(4 103185.16),(5 145536.25),(6 192393.97),(7 242656.92),(8 294111.53),(9 347813.5),(10 403838.4),(11 461311.84),(12 517642.5),(13 577060.3),(14 632514.06),(15 689393.94),(16 743450.4),(17 795744.44),(18 847034.9),(19 899459.94),(20 956580.94),(21 1014355.7),(22 1076755.6),(23 1135509.5),(24 1196203.9),(25 1256600),(26 1314333),(27 1369512.4),(28 1417882.4),(29 1468175.4),(30 1510368.5),(31 1552862),(32 1596755.4),(33 1638504.3),(34 1676377.9),(35 1708595.6),(36 1735542.4),(37 1765455.1),(38 1794896.1),(39 1815743.5),(40 1835782.5),(41 1852610.8),(42 1865583.1),(43 1874223.6),(44 1879200.5),(45 1879628.5),(46 1883427.9),(47 1887871.9),(48 1895014.3),(49 1901846.4),(50 1905223.1),(51 1906590.1),(52 1905755.6),(53 1904183.1),(54 1903453),(55 1902176),(56 1898501.4),(57 1896081.8),(58 1886378.6),(59 1874926.6),(60 1862820.6),(61 1850440.5),(62 1835218.5),(63 1818016.6),(64 1802471.5),(65 1785367.4),(66 1769351.3),(67 1754577.6),(68 1738103.3),(69 1718153.5),(70 1696754.9),(71 1674187.8),(72 1655240.6),(73 1633664.3),(74 1613540.1),(75 1595684.6),(76 1575611),(77 1555367.9),(78 1537108.3),(79 1520846.3),
(1 10003.643),(2 31880.531),(3 68085.414),(4 107564.34),(5 152358.02),(6 201516.33),(7 255556.67),(8 309900.06),(9 366708.47),(10 425506.63),(11 485320.88),(12 547174.3),(13 607662.06),(14 666729.6),(15 724111.25),(16 779228.44),(17 830030),(18 878039.3),(19 925351.06),(20 970830.9),(21 1016629.44),(22 1060877.5),(23 1104894.5),(24 1148113.5),(25 1191963.6),(26 1237680),(27 1285834.3),(28 1338771.6),(29 1390658.6),(30 1443238.6),(31 1492529),(32 1541455),(33 1585432.4),(34 1626599.4),(35 1664017.4),(36 1699580.5),(37 1732742),(38 1758618.8),(39 1782564.3),(40 1798945.4),(41 1811221.5),(42 1817887.4),(43 1821419.1),(44 1818136.9),(45 1814453),(46 1805501.5),(47 1794216.6),(48 1783054.5),(49 1767151.6),(50 1743113.5),(51 1719416.3),(52 1691316.3),(53 1665818.6),(54 1646592),(55 1627768.5),(56 1611236.8),(57 1597552.3),(58 1580733.3),(59 1562561.3),(60 1540929.9),(61 1521624),(62 1506922.6),(63 1493874.5),(64 1482016.3),(65 1474642.6),(66 1468954.5),(67 1464128.5),(68 1458398.1),(69 1453187.1),(70 1449607.8),(71 1445606.4),(72 1445198.3),(73 1447662.5),(74 1451811.5),(75 1459421.9),(76 1464663.1),(77 1470170.6),(78 1472122.8),(79 1473264.8),
(1 9980.4375),(2 30576.727),(3 63819.715),(4 100867.76),(5 142292.22),(6 187047.53),(7 233721.05),(8 282297),(9 333771.4),(10 386574.5),(11 438630.84),(12 490918.88),(13 543881.8),(14 594790.1),(15 646262.2),(16 697750.25),(17 745722.75),(18 791829.4),(19 838381.56),(20 883789.3),(21 925796.94),(22 964808.94),(23 1003591.4),(24 1034881.4),(25 1062274.3),(26 1084056.1),(27 1105269.8),(28 1121825.9),(29 1136918.1),(30 1149348.9),(31 1161355.5),(32 1176528),(33 1187306),(34 1198689.3),(35 1206879.5),(36 1214541.4),(37 1221954),(38 1227349.9),(39 1232243.5),(40 1232151.9),(41 1229083.9),(42 1224860.9),(43 1215147.1),(44 1207404.1),(45 1199637.3),(46 1195555.8),(47 1190835.9),(48 1186049.9),(49 1178541),(50 1166508),(51 1151824.1),(52 1133125),(53 1111060.6),(54 1092701),(55 1075452.9),(56 1060930.5),(57 1047612.8),(58 1036180.06),(59 1025512.06),(60 1016015.75),(61 1009407.4),(62 1006294.6),(63 1003121.2),(64 1000657.4),(65 1000657.5),(66 1000960),(67 1004673),(68 1008876.4),(69 1009380.75),(70 1011002.8),(71 1013992.06),(72 1015330.6),(73 1019930.8),(74 1023275.56),(75 1024132.75),(76 1029851.25),(77 1034102.44),(78 1034486.3),(79 1035416.4),
(1 9886.191),(2 30728.375),(3 64794.92),(4 102959.02),(5 146097.05),(6 194056.84),(7 245002.05),(8 298789.25),(9 356128.44),(10 415682.53),(11 473690.56),(12 530358.56),(13 586375.1),(14 639992.56),(15 690587.9),(16 740178.4),(17 786056.6),(18 829076.25),(19 870539.6),(20 912054.75),(21 947513.9),(22 979267),(23 1010201.3),(24 1036001.25),(25 1059052),(26 1082506),(27 1103092.5),(28 1123685.9),(29 1141795.1),(30 1157505.4),(31 1168212.3),(32 1180173.5),(33 1186938.3),(34 1189847.4),(35 1188843),(36 1185326.9),(37 1178046.3),(38 1169104),(39 1159716.9),(40 1145341.1),(41 1129242.6),(42 1110822.9),(43 1088024.1),(44 1067603.3),(45 1042215.6),(46 1018870.06),(47 995524.56),(48 972944.2),(49 954572.6),(50 936190.1),(51 919672.7),(52 899842.5),(53 877721.3),(54 860749.1),(55 843583.8),(56 826109),(57 808684.9),(58 794849.6),(59 782225.5),(60 773307),(61 767605.1),(62 765223),(63 767407.44),(64 772246.25),(65 778367.94),(66 789056),(67 798120.6),(68 809082.94),(69 818710.75),(70 825879.94),(71 832336.8),(72 839071.44),(73 844112.56),(74 851361.9),(75 859580.06),(76 869158.4),(77 877797.7),(78 885571.2),(79 891299.94),
(1 9497.89),(2 28317.783),(3 58043.645),(4 91488.78),(5 128684.74),(6 168580.56),(7 211362.14),(8 254287.11),(9 298215.47),(10 343012.6),(11 385805.03),(12 425429.7),(13 464451.28),(14 498137.66),(15 527202.44),(16 552838),(17 575069),(18 595089.3),(19 614746.4),(20 631186.06),(21 643709.94),(22 656551.75),(23 669428.5),(24 682751.1),(25 698525.5),(26 716164.4),(27 738358.9),(28 765148.06),(29 791601.5),(30 814039.6),(31 830373.6),(32 846036.9),(33 856189.75),(34 865166.1),(35 873220.06),(36 884049),(37 893541.6),(38 900410.9),(39 909884.9),(40 914441),(41 920266.3),(42 922885),(43 922760.9),(44 925871.8),(45 927792.4),(46 927487.4),(47 926355.2),(48 920437.44),(49 915145.06),(50 906079.56),(51 898555),(52 887358.9),(53 873161.25),(54 861038.4),(55 848379.94),(56 834355.8),(57 819245.9),(58 804291.75),(59 787771.44),(60 777477.3),(61 768830.94),(62 761443),(63 756953.94),(64 756737.5),(65 757747.44),(66 763278.06),(67 767911.6),(68 775915.6),(69 786851.94),(70 799956.8),(71 816606.1),(72 833476.4),(73 850056.8),(74 867367.56),(75 886846.56),(76 904215),(77 919389.7),(78 933001),(79 943941.7),
(1 8829.65),(2 26418.871),(3 54652.008),(4 85425.52),(5 117584.95),(6 151827.39),(7 187875.4),(8 225551.95),(9 261471.47),(10 298097.4),(11 331157.4),(12 363181.2),(13 395824.25),(14 426775.06),(15 456949.06),(16 483160.66),(17 508284.8),(18 531474.06),(19 555126.3),(20 576274.1),(21 598251.06),(22 619096.3),(23 640304.94),(24 658672.4),(25 677902.7),(26 696936.1),(27 718950.5),(28 737819),(29 754688.9),(30 773631.06),(31 791812.6),(32 809555.3),(33 829393.1),(34 847768.75),(35 866017.9),(36 881424.94),(37 894637.5),(38 906812.56),(39 919125.6),(40 930417.5),(41 939681.3),(42 948047.25),(43 952085.44),(44 958887.9),(45 965771.8),(46 973798.5),(47 981365.1),(48 986179.25),(49 991370.7),(50 990654.56),(51 993172.56),(52 993530.1),(53 988838.9),(54 986185.06),(55 978385.6),(56 971622.56),(57 963639.8),(58 957045.1),(59 945879.44),(60 937184.2),(61 927437.3),(62 918138.7),(63 910798.2),(64 903021.8),(65 897377.1),(66 893222.5),(67 885850.5),(68 878709.9),(69 876376.7),(70 875155.3),(71 876778.9),(72 880194),(73 881924.94),(74 888620.3),(75 895984.1),(76 903904.94),(77 913286.7),(78 917775.9),(79 920749.25),
(1 9227.458),(2 27833.098),(3 58105.277),(4 89919.414),(5 125197.64),(6 162373.72),(7 201984.33),(8 242669.1),(9 282782.72),(10 322826.34),(11 361354.72),(12 395633.88),(13 429226.53),(14 459856.63),(15 485763.47),(16 512273.6),(17 533319),(18 553271.8),(19 569343.94),(20 586649.4),(21 600218.06),(22 611329.44),(23 623630.5),(24 635586.75),(25 648935),(26 664301.1),(27 679973.06),(28 695288.9),(29 707483.2),(30 720875.44),(31 732610.94),(32 745229.5),(33 758159.75),(34 773374.25),(35 790057.06),(36 806213.5),(37 819212.6),(38 831975.44),(39 840996.8),(40 851484.2),(41 861741.94),(42 872247.6),(43 880820.6),(44 889635.94),(45 900360.8),(46 909014.7),(47 914342.56),(48 918631.1),(49 921322.56),(50 921724.8),(51 925211.2),(52 925907.8),(53 922876.2),(54 924877),(55 924824.44),(56 925416.56),(57 924902.3),(58 924472.9),(59 925391.4),(60 926506.7),(61 925968.7),(62 928036.8),(63 925349.3),(64 923041.6),(65 920185.1),(66 919004.7),(67 918991.1),(68 917861.44),(69 921181.6),(70 927849.6),(71 936670.4),(72 942516.44),(73 951113.9),(74 960743),(75 968792.4),(76 977237.7),(77 985759.2),(78 984919.94),(79 987450.3),
(1 9329.869),(2 28394.133),(3 57939.215),(4 89129.65),(5 122546.57),(6 157587.11),(7 194346.38),(8 231187.8),(9 267434.3),(10 303403.72),(11 339859.97),(12 374201.5),(13 408286.88),(14 441771.6),(15 471725.66),(16 502177.72),(17 528817.1),(18 554426.9),(19 577048.1),(20 600826.06),(21 622080.2),(22 640275.44),(23 657593.75),(24 674492.3),(25 687855.44),(26 702939),(27 718265.44),(28 733257.94),(29 746489.94),(30 758133),(31 768744.6),(32 776117.2),(33 781077.25),(34 784508.56),(35 787336.5),(36 788701.8),(37 787746.2),(38 786611.75),(39 784706.4),(40 785293.94),(41 789047.2),(42 793072.06),(43 795876.06),(44 799662.75),(45 804231.2),(46 809521.75),(47 812130.25),(48 813252.2),(49 809706.4),(50 803394.7),(51 796532.56),(52 788137.56),(53 781167.5),(54 776283.5),(55 774816.56),(56 774423.1),(57 774999.44),(58 775423.7),(59 778694.2),(60 784413.56),(61 790302.56),(62 795855.06),(63 801003.94),(64 804243.1),(65 809782.06),(66 811099.6),(67 811057.9),(68 810589),(69 811229.6),(70 808764.9),(71 809839.5),(72 811713.1),(73 815375.4),(74 818759.94),(75 821561.75),(76 822606.7),(77 820122.4),(78 812174.25),(79 806819.44),
